id,kode_paket,kode_rup,tahun_anggaran,nama_instansi,satuan_kerja,nama_penyedia,nama_paket,total_nilai,nilai_pdn,sumber_transaksi,sumber_dana,metode_pengadaan,jenis_pengadaan,status_paket,created_at,updated_at
1086,2673373,35250670,2022,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. PUTRI LESTARI,Pembangunan / Rehabilitasi Jalan Usaha Tani Desa Tangga Bosi III Kec. Siabu,128901000,128901000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1087,3111373,37520910,2022,KAB. MANDAILING NATAL,DINAS PARIWISATA - 3.26.0.00.0.00.23.0000,CV. SINAR JAYA ABADI,Belanja Bahan-Bahan/Bibit Tanaman,1.4880E+8,0,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1088,3123373,37532125,2022,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. BANGKIT JAYA,Belanja Bahan - Bahan / Bibit Tanaman - Karet,162083000,162083000,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1089,936315,36028154,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,PT Sentra Kriya Edukasi,CB311_9HT Celeron N4020 4G 32G UMA WiFi ChromeOS + Chrome EDU Upgrade 11.6inch Touch Garansi 1/1/0 (P/L/O) (Hanya berfungsi optimal jika ada jaringan internet),1.0590E+8,1.0590E+8,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1090,809119,34279202,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. Emiindo Jaya Bersama,Blood Pressure Monitor/ Tensimeter Digital Powerbank Plus  Adaptor,3670400,3670400,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1091,2709373,35792967,2022,KAB. MANDAILING NATAL,SEKRETARIAT DPRD KABUPATEN - 4.02.0.00.0.00.27.0000,CV. DAME LANGGENG,Biaya Pengadaan Pakaian Dinas Pimpinan dan Anggota DPRD Pakaian Sipil Resmi,78321000,78321000,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1092,2481373,35538464,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,CV. TEGUH MANDALA,Pembangunan Jalan Lingkungan Desa Batu Sondat Kec. Batahan,1.4700E+8,1.4700E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1093,2671373,35250679,2022,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. ANUGERAH AZKA WAHANA,Pembangunan / Rehabilitasi Jalan Usaha Tani Kel. Kotasiantar Kec. Panyabungan,6.415E+7,6.415E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1094,704084,34281017,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT.Phapros Tbk,Aminofilin/Aminophylline inj 24 mg/ml,5435040,5435040,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1095,2483373,34976914,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,PT. ARTEK UTAMA,Jasa Konsultansi Pengawasan Kegiatan DAK Wil. I kab. Mandailing Natal,697895000,697895000,Tender,APBD,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1096,707948,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Ketorolak/ Ketorolac / Ketorolac trometamol/ Ketorolac tromethamine inj 30 mg/ml (3%),8.80E+6,8.80E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1097,2883373,37020366,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. NUGRAHA PERKASA,Rehabilitasi/Pemeliharaan Jalan Pesantren Darul Ikhlas - Jalan Serasi,1.9850E+8,1.9850E+8,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1098,3001373,37048384,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. NABILA,Rehabilitasi Jaringan Irigasi Saba Padang Desa Pintu Padang Julu Kecamatan Siabu,9.820E+7,9.820E+7,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1099,100373,34015318,2022,KAB. MANDAILING NATAL,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.0.00.0.00.56.0000,MUHAMMAD IRMAN JAMBAK/BENDAHARA PENGELUARAN,Belanja Administrasi Kegiatan/ Belanja Modal Bangunan Gedung Tempat Pertemuan,11367500,11367500,Pencatatan,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,PAKET SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1100,3034373,37685453,2022,KAB. MANDAILING NATAL,DINAS TENAGA KERJA - 2.07.3.29.3.32.08.0001,cv. bugis nauli,Pemeliharaan/Rehabilitasi Sarana dan Prasarana Pendukung Gedung Kantor atau Bangunan Lainnya (Sub Unit : Dinas Tenaga Kerja),1.9349E+8,1.9349E+8,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1101,3019373,37533515,2022,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. RAJA AKBAR,Belanja Bibit Jagung Untuk Wilayah Mandailing Julu,162048000,162048000,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1102,2978373,37048270,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. TIQA CEMERLANG,Rehabilitasi Tanggul Sungai Desa Lubuk Kapundung Kecamatan Muara Batang Gadis,1.4850E+8,1.4850E+8,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1103,2828373,34697986,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. MATAHARI ABADI,Pembangunan Drainase Lingkungan Desa Laru Dolok Kec. Tambangan,1.5870E+8,1.5870E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1104,3118373,37858138,2022,KAB. MANDAILING NATAL,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.12.0000,PT Syawalindo Pratama Rezeki,Belanja Bahan - Bahan Kimia ( Alat Laboratorium ),142024000,0,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1105,910518,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. AFIFARMA,Ibuprofen suspensi 100 mg/5 ml,459600,459600,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1106,2823373,36578414,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,FUTURINDO MANDIRI SEJAHTERA,Pembangunan Jaringan Irigasi di Desa Sayur Maincat Kec. Kotanopan Kab. Mandailing Natal (BKP),1.9800E+8,1.9800E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1107,2909373,37020158,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. CENTRAL GRAFIKA PRINT,Rehabilitasi/Pemeliharaan Jalan Muara Soma - Banjar Melayu,1.4900E+8,1.4900E+8,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1108,2494373,35538454,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,CV. PUTRA PRATAMA,Pembangunan Jalan Lingkungan di Desa Huta Dangka Kec. Kotanopan,1.3445E+8,1.3445E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1109,2605373,35573836,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,CV. MUTIARA MUTIARA ABADI,Pembangunan Ruang Laboratorium Komputer Beserta Perabotnya (DAK) - SD Negeri 140 Tarutung Julu,207549229,207549229,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1110,2073745,34015215,2022,KAB. MANDAILING NATAL,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.0.00.0.00.56.0000,PT. Yamaha Indonesia Motor Manufacturing,XRIDE 125,21113563,21113563,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1211,3416373,41667567,2023,KAB. MANDAILING NATAL,DINAS PERDAGANGAN - 3.30.3.31.0.00.25.0000,CV. AZKA REJEKI BERSAMA,Pembuatan Gedung Kemasan,62186000,62186000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1111,2752373,36390134,2022,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,FUTURINDO MANDIRI SEJAHTERA,Pembangunan Jalan Usaha Tani (JUT) di Desa Tambangan Jae Kec. Tambangan Kab. Mandailing Natal (BKP),199506895,199506895,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1112,672299,34281017,2022,KAB. MANDAILING NATAL,DINAS KESEHATAN -,PT. Kimia Farma Tbk,Hidroklorotiazid/ Hydrochlorothiazide tablet/kapsul/kaplet 25 mg (G),2.96E+6,2.96E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1113,2555373,34696684,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV AEK KAPIAS,Pembangunan Baru SPAM Jaringan Perpipaan Desa Tambangan Jae,397463255,397463255,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1114,2473373,35538449,2022,KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,CV. ASTRY TRY PUTRA,Pembangunan Jalan Lingkungan di Desa Huta Bargot Nauli Kec. Huta bargot,134562676,134562676,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1115,3083373,37531987,2022,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. PUTRA PRATAMA,Belanja Modal Personal Computer,177378000,177378000,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1116,2500373,34716220,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. FERDIAN PUTRA,Rehabilitasi Jalan Dalam Kota Kecamatan Kotanopan,394032356,394032356,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1117,3004373,37048433,2022,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG -,CV. ASTRY TRY PUTRA,Rehabilitasi Jaringan Irigasi Bondar Saba Pesong Desa Malintang Jae Kecamatan Bukit Malintang,9.800E+7,9.800E+7,Non Tender,APBDP,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1118,2811373,35573790,2022,KAB. MANDAILING NATAL,DINAS PENDIDIKAN -,CV. BANGKIT BERSAMA GROUP,Pembangunan Ruang Kelas Baru - SD Negeri 310 Tandikek,194248000,194248000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1119,1920402,35761991,2022,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Clozapine/ Klozapin tablet/kapsul/kaplet 25 mg,946000,946000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1120,3117373,37902117,2022,KAB. MANDAILING NATAL,KECAMATAN LEMBAH SORIK MARAPI - 7.01.0.00.0.00.48.0000,CV. KREASI KENANGA,Pengadaan Pakaian Dinas Beserta Atribut Kelengkapannya,26756000,26756000,Non Tender,APBDP,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1121,3407373,41667214,2023,KAB. MANDAILING NATAL,DINAS PERDAGANGAN - 3.30.3.31.0.00.25.0000,CV. AZKA REJEKI BERSAMA,Pengecetan Pasar Sihepeng Kecamatan Siabu,4.955E+7,4.955E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1122,3771786,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Kimia Farma Tbk,Pethidine hydrochloride/ Petidin inj 50 mg/mL (i.m./i.v.),4189500,4189500,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1123,4167780,43463664,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. AULIA RIZKI PRATAMA,Bibit Jahe,9.408E+7,9.408E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1124,3245373,40815476,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. BANGKIT BERSAMA GROUP,Rehabilitasi Tanggul Sungai Aek Sibio - Bio Desa Gunung Tua Lumban Pasir Kec. Payabungan,1.4800E+8,1.4800E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1125,3972882,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,NOVAPHARIN,Ibuprofen tablet/kapsul/kaplet 400 mg,13065000,13065000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1126,3767373,45563509,2023,KAB. MANDAILING NATAL,BAGIAN UMUM SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0009,CV. DAME LANGGENG,Belanja Modal Alat Studio Lainnya,199078500,0,Non Tender,APBD,Pengadaan Langsung,Pengadaan Barang,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1127,2853373,40966250,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. AVATARA,Pembangunan Ruang Perpustakaan Beserta Perabotnya SD Negeri 337 Kampung Kapas II,202711098,202711098,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1128,8300773,45589099,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Elsyahfi Calibratech Mandiri,Ultra Sound Therpay,715000,715000,E-Katalog 5.0,APBDP,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1129,3186373,41023166,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. TIARANI UTAMA,Jasa Konsultan Perencanaan Pembangunan Ruang Tata Usaha Beserta Perabotnya (DAK),9.990E+7,9.990E+7,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1130,3205882,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mersifarma Tirmaku Mercusana,Clobazam/ Klobazam tablet/kapsul/kaplet 10 mg,2305000,2305000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1131,6106809,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT Pratapa Nirmala,Levetiracetam/ Levetirasetam tablet 500 mg,4995000,4995000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1132,3635373,44142308,2023,KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,CV. TIQA CEMERLANG,Pembangunan Laboratorium SMP Negeri 2 Muara Batanggadis,1.9960E+8,1.9960E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1133,3343373,41383920,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,HQ PRATAMA CONSULTANT,Belanja Jasa Konsultan Pengawasan dan Perencanaan,34854000,34854000,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1134,3960201,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT Yarindo Farmatama,Haloperidol 5mg,3.002E+7,3.002E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1135,3503372,41733260,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT. BUANA INTIPRIMA USAHA,CHRONA CARE Kapas 250 Gram,7.45E+6,7.45E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1136,3392373,41341704,2023,KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,CV. Zahra Amira Rizkya,Pembangunan Jalan Lingkungan di Kel. Kota Siantar Kec. Panyabungan,1.4361E+8,1.4361E+8,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1137,4315881,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT.Phapros Tbk,Diclofenac sodium/ Natrium diklofenak tablet salut enterikl/kaplet salut enterik 25 mg,1.470E+7,1.470E+7,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1138,2712373,40403795,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV MAKMUR MANDIRI,Perluasan SPAM Jaringan Perpipaan di Desa Manisak Kec. Ranto Baek,1025609000,1025609000,Tender,APBD,Tender,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1139,3205882,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT. Mersifarma Tirmaku Mercusana,Cotrimoxazole/ Cotrimoksazole/ Kotrimoksazol (dewasa) kombinasi: sulfametoksazol 400 mg + trimetoprim 80 mg (tab/kaptab 480 mg),1.20E+6,1.20E+6,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1140,8300773,45589099,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Elsyahfi Calibratech Mandiri,JASA PENGUJIAN DAN/ATAU KALIBRASI TIMBANGAN BAYI - JASA PENGUJIAN DAN/ATAU KALIBRASI TIMBANGAN BAYI - Posyandu Dacin,1.45E+6,1.45E+6,E-Katalog 5.0,APBDP,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1141,6493792,42104658,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,P.T. Dexa Medica,Terazosin/ Terazosin HCl tablet/kapsul/kaplet 2 mg,2058000,2058000,E-Katalog 5.0,BLUD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1142,3328373,41384040,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. AULIA RIZKI PRATAMA,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Gunung Tua MS Kec. Kotanopan,110208000,110208000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1143,3158373,40815601,2023,KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,CV. MAYSAH PERMATA,Konsultansi Perencanaan Kegiatan Pengembangan dan Pengelolaan Sistem Irigasi Primer dan Sekunder Pada Daerah Irigasi Yang Luasnya di Bawah 1000 Ha Dalam 1 (Satu) Daerah Kabupaten,9.900E+7,9.900E+7,Non Tender,APBD,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1144,8300773,45589099,2023,KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,PT.Elsyahfi Calibratech Mandiri,JASA PENGUJIAN DAN/ATAU KALIBRASI PHOTOTHERAPY / BLUE LIGHT THERAPY,5.4E+5,5.4E+5,E-Katalog 5.0,APBDP,E-Purchasing,Pengadaan Barang,PAKET SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1145,3350373,41384004,2023,KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,CV. BINTANG BUDI MANDIRI,Pembangunan/Rehabilitasi Jalan Usaha Tani/Jalan Produksi Desa Huta Godang Muda Kec. Siabu,124925000,124925000,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1146,6409844,44000523,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,PT MENARA PELITA MEDICA,IVA KIT BUNDLING 3,246015000,246015000,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,PROSES KONTRAK PPK,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1147,3335373,41720003,2023,KAB. MANDAILING NATAL,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.12.0000,CV. IKHWAN FIRDAUS,Pemeliharaan Gapura Kotanopan Kab. Mandailing Natal,8.030E+7,8.030E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1148,8128803,41733351,2023,KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,P.T. Dexa Medica,Sucralfate/ Sukralfat susp 500 mg/5 mL,7.50E+6,7.50E+6,E-Katalog 5.0,APBD,E-Purchasing,Pengadaan Barang,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
1149,3454373,40883399,2023,KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,CV. NABILA,Pemeliharaan Gedung Pengujian Berkala Kenderaan Bermotor,9.910E+7,9.910E+7,Non Tender,APBD,Pengadaan Langsung,Pekerjaan Konstruksi,SELESAI,2026-06-14 09:36:34.663972,2026-06-14 09:36:34.663972
