nama_paket;pagu;jenis;tahun;kategori;metode;bulan;lokasi;instansi;nomor_id
Belanja Kawat Faksimili Internet TV Berlangganan;2816000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN;66094774
Belanja Langganan Jurnal Surat Kabar Majalah;55180000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;64957570
Belanja Sewa Bangunan Terbuka;71900000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN UMUM;64228330
Belanja Sewa Bangunan Terbuka;10700000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;64561677
Belanja Modal Alat Laboratorium Umum;9064150;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERIKANAN;66415534
Belanja Kawat Faksimili Internet TV Berlangganan;25489200;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;February 2026;Mandailing Natal;DINAS PERIKANAN;66415833
Belanja Sewa Elektrik;9000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS TENAGA KERJA;66027736
Belanja Kawat Faksimili Internet TV Berlangganan;18229200;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS KOPERASI USAHA KECIL DAN MENENGAH;66729518
Belanja Sewa Bangunan Gedung Tempat Pendidikan;12000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;66770823
Belanja Langganan Jurnal Surat Kabar Majalah;52500000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;66769786
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;9540000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;66769676
Belanja Sewa Elektrik;9000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS TENAGA KERJA;66027736
Belanja Jasa Tenaga Ahli;4025000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN SIABU;65481033
Belanja Tagihan Listrik;1247160;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;65671070
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;630000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;65671075
Belanja Kawat Faksimili Internet TV Berlangganan;18229200;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;66752634
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;1990000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN BARAT;65666924
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;64400;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN BATAHAN;65329770
Belanja Sewa Kendaraan Bermotor Penumpang;4444000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN BATAHAN;65329295
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;9998100;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN BATAHAN;65329473
Belanja Bahan Bahan Bakar dan Pelumas;20182500;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;66359662
Belanja Sewa Hotel;16400000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;66359656
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;405020000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974796
Belanja Pemeliharaan Alat Bengkel dan Alat Ukur Alat Bengkel Bermesin Perkakas Bengkel Listrik;90870000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974774
Belanja Pemeliharaan Alat Angkutan Alat Angkutan Darat Bermotor Kendaraan Dinas Bermotor Perorangan;405020000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974796
Belanja Pemeliharaan Alat Bengkel dan Alat Ukur Alat Bengkel Bermesin Perkakas Bengkel Listrik;90870000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974774
Honorarium Narasumber atau Pembahas  Moderator  Pembawa Acara  dan Panitia;6300000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS LINGKUNGAN HIDUP;67018600
Belanja Sewa Kendaraan Bermotor Penumpang;3333000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM;64362353
Belanja Sewa Hotel;3200000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM;64362349
Belanja Tagihan Listrik;85619632;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;64935121
Belanja Kawat Faksimili Internet TV Berlangganan;3459000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;64936569
Internet Service Provider (Domestik)  90 Mbps;328244400;Jasa Lainnya;2026;Usaha Kecil Koperasi;E Purchasing;January 2026;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;64957102
Belanja Sewa Alat Kantor Lainnya;1500000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;64960979
Belanja Jasa Pemasangan Instalasi Telepon  Air  dan Listrik;23146800;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERHUBUNGAN;65578974
Belanja Sewa Alat Kantor Lainnya;19250000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;65566778
Belanja Sewa Bangunan Gedung Tempat Pertemuan;3000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BAGIAN ADMINISTRASI PEMBANGUNAN;65336990
Belanja Tagihan Air;22263255;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;February 2026;Mandailing Natal;DINAS PERTANIAN;65654793
Belanja Langganan Jurnal Surat Kabar Majalah;21000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;February 2026;Mandailing Natal;DINAS PERTANIAN;65654796
Belanja Sewa Bangunan Terbuka;2400000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN ULU PUNGKUT;65593286
Belanja Tagihan Listrik;7575040;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;66752547
Belanja Kawat Faksimili Internet TV Berlangganan;6758400;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN HUTABARGOT;65467193
Belanja Sewa Bangunan Terbuka;2400000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN ULU PUNGKUT;65593286
Belanja Tagihan Listrik;7575040;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA;66752547
Belanja Kawat Faksimili Internet TV Berlangganan;6758400;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN HUTABARGOT;65467193
Belanja Sewa Kendaraan Bermotor Penumpang;1111000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN BUKIT MALINTANG;65337517
Belanja Sewa Alat Musik;6000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN SINUNUKAN;65546109
Belanja Tagihan Listrik;6999960;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;KECAMATAN SIABU;65479655
Belanja Alat Bahan untuk Kegiatan Kantor Alat Tulis Kantor;630000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;KECAMATAN PANYABUNGAN SELATAN;65671079
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;12020000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK;66809760
Belanja Jasa Iklan Reklame  Film dan Pemotretan;16200000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH;66442778
Belanja Pembayaran Pajak  bea  dan Perizinan;18500000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH;66433516
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga   Alat Kantor Alat Kantor Lainnya;9980000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PERPUSTAKAAN DAN KEARSIPAN;66905659
Belanja Sewa Motel;139600000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;66770643
Belanja Sewa Bangunan Fasilitas Umum;21000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;66770640
Belanja Sewa Alat Musik;12750000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PENDIDIKAN DAN KEBUDAYAAN;66770820
Belanja Tagihan Telepon;1265760;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN;66409137
Belanja Jasa Penyelenggaraan Acara;4500000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN;66409136
Belanja Tagihan Listrik;23329030;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN;66409139
Belanja Kawat Faksimili Internet TV Berlangganan;41004400;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN;66409140
Belanja Tagihan Telepon;130410000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;SEKRETARIAT DAERAH KABUPATEN;66974828
Belanja Paket Pengiriman;1000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS LINGKUNGAN HIDUP;67018589
Belanja Kawat Faksimili Internet TV Berlangganan;19800000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS LINGKUNGAN HIDUP;67021732
Belanja Pembayaran Pajak  Bea  dan Perizinan;253200000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;RUMAH SAKIT UMUM DAERAH dr. HUSNI THAMRIN;66972209
Belanja Tagihan Listrik;166685376;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;SEKRETARIAT DPRD;66263684
Belanja Sewa Sarana Mobilitas Darat   Pemberangkatan dan Pemulangan Jema'ah Haji;226000000;Jasa Lainnya;2026;Usaha Kecil Koperasi;E Purchasing;April 2026;Mandailing Natal;BAGIAN KESEJAHTERAAN RAKYAT;66359653
Belanja Sewa Bangunan Terbuka;7200000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;64561511
Belanja Tagihan Listrik;21415680;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;64562674
Belanja Tagihan Air;9525600;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS PEMBERDAYAAN MASYARAKAT DAN DESA;64562673
Belanja Jasa Pemasangan Instalasi Telepon  Air  dan Listrik;1250000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;BADAN PENDAPATAN DAERAH;64677800
Belanja Pemeliharaan Alat Kantor dan Rumah Tangga Alat Kantor Alat Kantor Lainnya;14980000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;BADAN PENDAPATAN DAERAH;64677957
Belanja Kawat Faksimili Internet TV Berlangganan;36458400;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;BADAN PENDAPATAN DAERAH;64678544
Zoom;3591500;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;January 2026;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;64957103
Belanja Tagihan Air;5338305;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;DINAS KOMUNIKASI DAN INFORMATIKA;64935122
Belanja Sewa Motel;25200000;Jasa Lainnya;2026;Usaha Kecil Koperasi;Pengadaan Langsung;February 2026;Mandailing Natal;DINAS PERTANIAN;65654100
Belanja Tagihan Listrik;22725120;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;January 2026;Mandailing Natal;BADAN KESATUAN BANGSA DAN POLITIK;64961212
Belanja Kawat Faksimili Internet TV Berlangganan;11985600;Jasa Lainnya;2026;Usaha Kecil Koperasi;Dikecualikan;February 2026;Mandailing Natal;BAGIAN ORGANISASI;65522470
