Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3635373,44142308,2023,Non Tender,APBD,CV. TIQA CEMERLANG,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Laboratorium SMP Negeri 2 Muara Batanggadis,SELESAI,199600000,199600000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3343373,41383920,2023,Non Tender,APBD,HQ PRATAMA CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,Belanja Jasa Konsultan Pengawasan dan Perencanaan,SELESAI,34854000,34854000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3960201,41733351,2023,E-Katalog 5.0,APBD,PT Yarindo Farmatama,E-Purchasing,Pengadaan Barang,Haloperidol 5mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,30020000,30020000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3503372,41733260,2023,E-Katalog 5.0,APBD,PT. BUANA INTIPRIMA USAHA,E-Purchasing,Pengadaan Barang,CHRONA CARE Kapas 250 Gram,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7450000,7450000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3392373,41341704,2023,Non Tender,APBD,CV. Zahra Amira Rizkya,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Kel. Kota Siantar Kec. Panyabungan,SELESAI,143610000,143610000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,4315881,41733351,2023,E-Katalog 5.0,APBD,PT.Phapros Tbk,E-Purchasing,Pengadaan Barang,Diclofenac sodium/ Natrium diklofenak tablet salut enterikl/kaplet salut enterik 25 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14700000,14700000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2712373,40403795,2023,Tender,APBD,CV MAKMUR MANDIRI,Tender,Pekerjaan Konstruksi,Perluasan SPAM Jaringan Perpipaan di Desa Manisak Kec. Ranto Baek,SELESAI,1025609000,1025609000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3205882,42104658,2023,E-Katalog 5.0,BLUD,PT. Mersifarma Tirmaku Mercusana,E-Purchasing,Pengadaan Barang,Cotrimoxazole/ Cotrimoksazole/ Kotrimoksazol (dewasa) kombinasi: sulfametoksazol 400 mg + trimetoprim 80 mg (tab/kaptab 480 mg),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1200000,1200000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8300773,45589099,2023,E-Katalog 5.0,APBDP,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,JASA PENGUJIAN DAN/ATAU KALIBRASI TIMBANGAN BAYI - JASA PENGUJIAN DAN/ATAU KALIBRASI TIMBANGAN BAYI - Posyandu Dacin,PAKET SELESAI,1450000,1450000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,6493792,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Terazosin/ Terazosin HCl tablet/kapsul/kaplet 2 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2058000,2058000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3328373,41384040,2023,Non Tender,APBD,CV. AULIA RIZKI PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Gunung Tua MS Kec. Kotanopan,SELESAI,110208000,110208000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3158373,40815601,2023,Non Tender,APBD,CV. MAYSAH PERMATA,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Konsultansi Perencanaan Kegiatan Pengembangan dan Pengelolaan Sistem Irigasi Primer dan Sekunder Pada Daerah Irigasi Yang Luasnya di Bawah 1000 Ha Dalam 1 (Satu) Daerah Kabupaten,SELESAI,99000000,99000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8300773,45589099,2023,E-Katalog 5.0,APBDP,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,JASA PENGUJIAN DAN/ATAU KALIBRASI PHOTOTHERAPY / BLUE LIGHT THERAPY,PAKET SELESAI,540000,540000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3350373,41384004,2023,Non Tender,APBD,CV. BINTANG BUDI MANDIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha Tani/Jalan Produksi Desa Huta Godang Muda Kec. Siabu,SELESAI,124925000,124925000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,6409844,44000523,2023,E-Katalog 5.0,APBD,PT MENARA PELITA MEDICA,E-Purchasing,Pengadaan Barang,IVA KIT BUNDLING 3,PROSES KONTRAK PPK,246015000,246015000
KAB. MANDAILING NATAL,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.12.0000,3335373,41720003,2023,Non Tender,APBD,CV. IKHWAN FIRDAUS,Pengadaan Langsung,Pekerjaan Konstruksi,Pemeliharaan Gapura Kotanopan Kab. Mandailing Natal,SELESAI,80300000,80300000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,8128803,41733351,2023,E-Katalog 5.0,APBD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Sucralfate/ Sukralfat susp 500 mg/5 mL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7500000,7500000
KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,3454373,40883399,2023,Non Tender,APBD,CV. NABILA,Pengadaan Langsung,Pekerjaan Konstruksi,Pemeliharaan Gedung Pengujian Berkala Kenderaan Bermotor,SELESAI,99100000,99100000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3457373,41341718,2023,Non Tender,APBD,CV. WIKASA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/ Rehabilitasi Jalan Lingkungan di Banjar Pagur Kel. Panyabungan III Kec. Panyabungan,SELESAI,108596000,108596000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,5441100,41733351,2023,E-Katalog 5.0,APBD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Oksitetrasiklin/ Oxytetracycline salep mata 1%-KF,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14596800,14596800
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,8100022,45561696,2023,E-Katalog 5.0,APBD,KENANGA MULTI TRADE,E-Purchasing,Pengadaan Barang,Pakaian Dinas Harian (PDH),PROSES KONTRAK PPK,202160000,202160000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3248373,40815473,2023,Non Tender,APBD,CV. PUTRA PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Tanggul Sungai Aek Singengu Desa Sayur Maincat Kec. Kotanopan (DBH 2023),SELESAI,198000000,198000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3760537,42104658,2023,E-Katalog 5.0,BLUD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP Disposable Syringe 3ML with Needle,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,18832600,18832600
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2857373,40966246,2023,Tender,APBD,CV. TORKIS LUBIS GROUP,Tender,Pekerjaan Konstruksi,Pembangunan Ruang Perpustakaan Beserta Perabotnya SD Negeri 348 Banjar Aur,SELESAI,202711098,202711098
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3287373,41384006,2023,Non Tender,APBD,CV MAHARI PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha tani/Jalan Produksi Desa Malintang Julu Kec. Bukit Malintang,SELESAI,124900000,124900000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,4071205,41775983,2023,E-Katalog 5.0,APBD,PT.Mikrotek Komputindo,E-Purchasing,Pengadaan Barang,Notebook B5302FEA-LG5850W,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,49296000,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3205882,42104658,2023,E-Katalog 5.0,BLUD,PT. Mersifarma Tirmaku Mercusana,E-Purchasing,Pengadaan Barang,Fluoksetin/Fluoxetine HCl tablet/kapsul/kaplet 20 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1392000,1392000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3449373,42267913,2023,Non Tender,APBD,cv. bugis nauli,Pengadaan Langsung,Pekerjaan Konstruksi,Lanjutan Pembangunan Kantor Kepala Desa Simangambat Tambangan,SELESAI,123200000,123200000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3222373,40966259,2023,Non Tender,APBD,CV. RAJAWALI ENGINEERING CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultan Perencanaan Pembangunan Perpustakaan (DAU),SELESAI,24900000,24900000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,6107664,42104658,2023,E-Katalog 5.0,BLUD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP Disposable Syringe 1ML with Needle,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2013000,2013000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2822373,40966404,2023,Tender,APBD,cv. bugis nauli,Tender,Pekerjaan Konstruksi,Pembangunan ruang laboratorium komputer beserta perabotnya SD Negeri 211 Saba Dolok,SELESAI,227629997,227629997
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3157373,40815455,2023,Non Tender,APBD,CV. MAYSAH PERMATA,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Konsultansi Perencanaan Kegiatan (DBH 2023),SELESAI,59300000,59300000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3430373,41341706,2023,Non Tender,APBD,CV. Sari Guna Lestari,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan/ Rehabilitasi di Desa Lumban Pasir Kec. Panyabungan,SELESAI,143400000,143400000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2768373,42267909,2023,Tender,APBD,CV MAKMUR MANDIRI,Tender,Pekerjaan Konstruksi,Pembangunan Pagar Bagas Godang,SELESAI,288000111,288000111
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3627373,44142244,2023,Non Tender,APBD,cv. riski nauli,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Sopo Godang di Desa Sayur Matua Kec. Naga Juang,SELESAI,198799998,198799998
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,5537364,41733260,2023,E-Katalog 5.0,APBD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Larutan Giemsa,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,22537440,22537440
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8144427,45589059,2023,E-Katalog 5.0,BLUD,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,"PEMELIHARAAN, PERBAIKAN DAN KALIBRASI CT - SCAN",PAKET SELESAI,550000000,550000000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,5621409,41733260,2023,E-Katalog 5.0,APBD,PT. SINKO PRIMA ALLOY,E-Purchasing,Pengadaan Barang,KERTAS ECG / ROLL PAPER - ROLL PAPER FOR ECG-1200G,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,213560000,213560000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3264373,40815602,2023,Non Tender,APBD,CV. RENDER CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Konsultansi Pendataan dan Penyusunan Data Teknis Daerah Irigasi Melalui Aplikasi e-Paksi,SELESAI,74500000,74500000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2661373,40375933,2023,Tender,APBD,CV. SYAHARANI BERSAUDARA,Tender,Pekerjaan Konstruksi,Pembangunan Jembatan Pada Ruas Jalan Simp. Siobon - Aek Mata,SELESAI,964106550,964106550
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3360373,41384043,2023,Non Tender,APBD,CV. PUTRA BARINGIN GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Hutabargot Lombang Kec. Hutabargot,SELESAI,110158000,110158000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,8129019,41733351,2023,E-Katalog 5.0,APBD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,"Mometasone furoate/ Mometason furoat krim 0,1%",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,698500,698500
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4854003,42104658,2023,E-Katalog 5.0,BLUD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP Disposable Syringe 5ML with Needle,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,20900000,20900000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3291373,41384000,2023,Non Tender,APBD,CV. CENTRAL GRAFIKA PRINT,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha tani/Jalan Produksi Desa Banjar Aur Utara Kec. Sinunukan,SELESAI,125030000,125030000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8300773,45589099,2023,E-Katalog 5.0,APBDP,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,SLIT LAMP,PAKET SELESAI,735000,735000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,2928282,41736832,2023,E-Katalog 5.0,APBD,PT. Setia Anugrah Medika,E-Purchasing,Pengadaan Barang,DIRUI BCC-3900 Automatic Hematology Analyzer and Accessories,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1419960000,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3290373,41384001,2023,Non Tender,APBD,cv. abadi karya,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha tani/Jalan Produksi Desa Buburan Kec.Natal,SELESAI,124930000,124930000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,8078344,41733351,2023,E-Katalog 5.0,APBD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Clopidogrel bisulfate/ Clopidogrel/ Clopidogrel hydrogen sulfate/ Klopidogrel tablet/kapsul/kaplet 75 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4200000,4200000
KAB. MANDAILING NATAL,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - 2.14.0.00.0.00.15.0000,4934513,43714038,2023,E-Katalog 5.0,APBD,cv. bugis nauli,E-Purchasing,Pengadaan Barang,RAK ARSIP,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,37356000,37356000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3205554,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Gabapentin tablet/kapsul/kaplet 300 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2850000,2850000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,5041924,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Ranitidine hydrochloride (HCl)/Ranitidin tablet/kapsul/kaplet 150 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3780000,3780000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2832373,40966417,2023,Tender,APBD,CV. JAKRONAH,Tender,Pekerjaan Konstruksi,Pembangunan ruang laboratorium komputer beserta perabotnya SD Negeri 345 Banjar Aur,SELESAI,228879999,228879999
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2894373,44142247,2023,Tender,APBD,CV. TORKIS LUBIS GROUP,Tender,Pekerjaan Konstruksi,Rehabilitasi Kantor Dinas Pendidikan,SELESAI,913195949,913195949
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3600373,42267876,2023,Non Tender,APBD,CV. PUTRA PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Kantor Dinas Penanaman Modal dan Pelayanan Perizinan Terpadu Satu Pintu Kab. Mandailing Natal,SELESAI,199560000,199560000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3747373,44503287,2023,Non Tender,APBDP,CV. IKHWAN FIRDAUS,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Kantor Lurah Simangambat,SELESAI,149220000,149220000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4244270,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Divalproex sodium / Valproat tablet lepas lambat/kaplet lepas lambat 500 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,17700000,17700000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8300773,45589099,2023,E-Katalog 5.0,APBDP,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,JASA PENGUJIAN DAN/ATAU KALIBRASI SUCTION PUMP GENERAL / ALAT HISAP MEDIS,PAKET SELESAI,2750000,2750000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3585373,41383946,2023,Non Tender,APBD,NARAMON FAJRI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan DAM Parit di Desa Pidoli Lombang Kec. Panyabungan,SELESAI,99260000,99260000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3773653,42104658,2023,E-Katalog 5.0,BLUD,PT. Beta Pharmacon,E-Purchasing,Pengadaan Barang,"Analog insulin mix insulin inj 100 IU/mL (kemasan vial, cartridge disposible, penfill cartridge)",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2825450,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3363373,43601838,2023,Non Tender,APBD,NARAMON FAJRI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Lumban Pasir Kec. Panyabungan,SELESAI,110208000,110208000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3440373,41341695,2023,Non Tender,APBD,CV. WIKASA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Daerah Pondok Roten Desa Tabuyung Kec. Muara Batang Gadis,SELESAI,146400000,146400000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3653373,40966291,2023,Non Tender,APBD,CV.RIZKI KARYA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang Guru SD Negeri 378 Sikara-Kara IV,SELESAI,199500053,199500053
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7639914,42104658,2023,E-Katalog 5.0,BLUD,PT. SOHO Industri Pharmasi,E-Purchasing,Pengadaan Barang,CURCUMA FORCE,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,16354800,16354800
KAB. MANDAILING NATAL,BAGIAN UMUM SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0009,3771373,45569166,2023,Non Tender,APBDP,CV. AULIA RIZKI PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembuatan Interior Pada Gedung Kantor Bupati,SELESAI,199800111,199800111
