Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MANDAILING NATAL,BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.28.0000,3156373,41194615,2023,Non Tender,APBD,CV. KREATIFITAS CEMERLANG,Pengadaan Langsung,Pengadaan Barang,Belanja Modal Kursi Kerja Pejabat,SELESAI,166477000,0
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3620373,41024042,2023,Non Tender,APBD,CV. PUTRA BARINGIN GROUP,Pengadaan Langsung,Pengadaan Barang,Pengadaan Mebel PAUD,SELESAI,145314274,145314274
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,4167780,43463664,2023,E-Katalog 5.0,APBD,CV. AULIA RIZKI PRATAMA,E-Purchasing,Pengadaan Barang,Bibit Bawang Merah,PROSES KONTRAK PPK,199409000,199409000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8096685,42104658,2023,E-Katalog 5.0,BLUD,PT Glaxo Wellcome Indonesia,E-Purchasing,Pengadaan Barang,"Kombinasi: salmeterol 50 mcg + flutikason propionat 250 mcg, ih 250 mcg/puff",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6369264,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3970781,41733351,2023,E-Katalog 5.0,APBD,PT. RAMA EMERALD MULTI SUKSES,E-Purchasing,Pengadaan Barang,Bedak Salisil/Salicylic Acid 2%,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14120000,14120000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3238373,40815611,2023,Non Tender,APBD,CV. KENZO MAHAGANI,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Jaringan Irigasi Desa Huta Bargot Lombang Kec. Huta Bargot,SELESAI,118500000,118500000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,5536602,41733260,2023,E-Katalog 5.0,APBD,PT. MEGA KREASI ALKESINDO,E-Purchasing,Pengadaan Barang,Kasa Hidrofil Verband 2.5 YARD X 15 CM,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,48900000,48900000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4821851,42104658,2023,E-Katalog 5.0,BLUD,PT. Mahakam Beta Farma,E-Purchasing,Pengadaan Barang,"Fentanil/ Fentanyl injeksi 0,05 mg/ml (i.m/i.v) ampul/vial @ 2 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14137000,14137000
KAB. MANDAILING NATAL,BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH - 5.02.0.00.0.00.28.0000,3162373,42359165,2023,Non Tender,APBD,CV. KREATIFITAS CEMERLANG,Pengadaan Langsung,Pengadaan Barang,Belanja Pakaian Olahraga,SELESAI,125874000,0
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2786373,41023193,2023,Tender,APBD,CV. GHAISAN AFIF SUMATERA,Tender,Pekerjaan Konstruksi,Pembangunan Ruang Laboratorium Komputer Beserta Perabotnya SMP Muhammadiyah 30 Sihepeng,SELESAI,456456000,456456000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2806373,40966415,2023,Tender,APBD,CV.HAKIM ANUGRAH,Tender,Pekerjaan Konstruksi,Pembangunan ruang laboratorium komputer beserta perabotnya SD Negeri 331 Pasir Putih,SELESAI,226979997,226979997
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2908373,44384469,2023,Tender,APBDP,PT. GARUDA INDONESIA BAROKAH,Tender,Pekerjaan Konstruksi,Peningkatan Jalan Simp. Bintungan Bajangkar - Simp. Kampung Kapas (DBH 2023),SELESAI,5313002863,5313002863
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3643373,40966661,2023,Non Tender,APBD,Bejana Utama,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Sedang / Berat Ruang Kelas SD Negeri 313 Rantonalinjang,SELESAI,99700001,99700001
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3890393,43337869,2023,E-Katalog 5.0,APBD,PT.MEGA PRATAMA MEDICALINDO,E-Purchasing,Pengadaan Barang,Blood Glucose Test Strip,PROSES KONTRAK PPK,357000800,0
KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,3280373,43503228,2023,Non Tender,APBD,CV. MUTIARA MUTIARA ABADI,Pengadaan Langsung,Pengadaan Barang,Pengadaan dan Pemasangan LPJU Konvensional di Simpang STAIM - Peranginan II Lintas Timir Panyabungan,SELESAI,160600000,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7783648,42104658,2023,E-Katalog 5.0,BLUD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP Disposable Syringe 3ML with Needle,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,18832000,18832000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3515373,40966359,2023,Non Tender,APBD,ATHAILA SINERGI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 347 Batahan,SELESAI,84300000,84300000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3565373,40966302,2023,Non Tender,APBD,CV. RAJAWALI ENGINEERING CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,Jasa Konsultan Pengawasan Pembangunan Ruang Guru Beserta Perabotnya (DAK),SELESAI,49972200,49972200
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2690373,41061725,2023,Tender,APBD,CV.GUNUNG KULABU,Tender,Pekerjaan Konstruksi,Peningkatan Jalan Muara Siambak - Manambin,SELESAI,687800000,687800000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3233373,40403044,2023,Non Tender,APBD,CV.Tunjung Biru,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Sistem Drainase di Kel. Sipolu-Polu Kec. Panyabungan,SELESAI,146490000,146490000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8300773,45589099,2023,E-Katalog 5.0,APBDP,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,Dental Unit,PAKET SELESAI,370000,370000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3737373,44503135,2023,Non Tender,APBDP,CV. RENDER CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Pengawasan Program Penataan Bangunan Gedung (PAPBD),SELESAI,99683550,99683550
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8110499,42104658,2023,E-Katalog 5.0,BLUD,PT. STANDARD BIOSENSOR HEALTHCARE,E-Purchasing,Pengadaan Barang,Dengue Duo Test,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,8800000,8800000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7307358,42104658,2023,E-Katalog 5.0,BLUD,PT Pratapa Nirmala,E-Purchasing,Pengadaan Barang,"TAMSULOSIN HYDROCHLORIDE TABLET LEPAS LAMBAT 0,4 MG",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,10989000,0
KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,3662646,40879707,2023,E-Katalog 5.0,APBD,Cahaya Kurnia Mandiri,E-Purchasing,Pengadaan Barang,TOYOTA HILUX DC 2.4 G (4X4) M/T MOBIL PATROLI,PAKET SELESAI,663000000,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,7502666,41736822,2023,E-Katalog 5.0,APBD,PT. Safelock Medical,E-Purchasing,Pengadaan Barang,Blood Lancet,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,30525000,30525000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3575373,40966437,2023,Non Tender,APBD,CV. JALOBI SORIK,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 060 Tarutung Panjang,SELESAI,140180000,140180000
KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.13.0000,3173373,41552975;41552976;41552977;41552979;41552980;41552981,2023,Non Tender,APBD,KENANGA MULTI TRADE,Pengadaan Langsung,Pengadaan Barang,Penyediaan Peralatan dan Perlengkapan Kantor,SELESAI,157153000,157153000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,6442728,42104658,2023,E-Katalog 5.0,BLUD,PT. Mersifarma Tirmaku Mercusana,E-Purchasing,Pengadaan Barang,Clozapine/ Klozapin tablet/kapsul/kaplet 100 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1994000,1994000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2792373,41023181,2023,Tender,APBD,CV. TRUST,Tender,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya SMP Negeri 1 Ranto Baek,SELESAI,242984123,242984123
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,6254550,41733260,2023,E-Katalog 5.0,APBD,Segara Husada Mandiri,E-Purchasing,Pengadaan Barang,Pewarna MDT 3x100mL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,74176000,74176000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,6967224,42555566,2023,E-Katalog 5.0,BLUD,PT. GEBANG SURYA HARAPAN,E-Purchasing,Pengadaan Barang,Stetoskop Anak Dual Head,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1417000,1417000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8075392,42104658,2023,E-Katalog 5.0,BLUD,Andreas Karya Terbesar,E-Purchasing,Pengadaan Barang,"AV FISTULA HEMODIALISE, AMICAL",PAKET SELESAI,3846150,0
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3572373,40966338,2023,Non Tender,APBD,CV. RIMBA NUSANTARA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 105 Adian Jior,SELESAI,84220000,84220000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7511512,42104658,2023,E-Katalog 5.0,BLUD,PT. Indofarma (Persero) Tbk,E-Purchasing,Pengadaan Barang,Acetylcystein 200 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,13940000,13940000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3610373,44187383,2023,Non Tender,APBD,CV. PUTRA PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Jaringan Irigasi Desa Huta Pungkut Kecamatan Kotanopan Kab. Mandailing Natal,SELESAI,198000000,198000000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,4167781,43463664,2023,E-Katalog 5.0,APBD,CV. AULIA RIZKI PRATAMA,E-Purchasing,Pengadaan Barang,BIBIT Bibit Durian,PROSES KONTRAK PPK,161407200,161407200
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2852373,40966293,2023,Tender,APBD,KALI JERUK,Tender,Pekerjaan Konstruksi,Pembangunan Ruang Guru Beserta Perabotnya SD Negeri 011 Hutapuli,SELESAI,214450000,214450000
KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.13.0000,3418373,41552951,2023,Non Tender,APBD,CV. KREASI KENANGA,Pengadaan Langsung,Pengadaan Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,SELESAI,43356000,43356000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,5704193,42104658,2023,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Cefixime trihydrate/ Cefixime/ Sefiksim tablet/kapsul/kaplet 100 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14000000,14000000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3527978,41733260,2023,E-Katalog 5.0,APBD,PT Medihop,E-Purchasing,Pengadaan Barang,"S21 T-Silk Silk/Sutera 3-0, 76 cm Reverse Cutting, 3/8 circle, 26 mm",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,232101000,232101000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,5704193,42104658,2023,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Simvastatin tablet/kapsul/kaplet 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,435000,435000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3444977,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Ramipril tablet/kapsul/kaplet 5 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,840000,840000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3436373,41341686,2023,Non Tender,APBD,CV AEK KAPIAS,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/ Rehabilitasi Jalan Lingkungan di Jalan Bilah Desa Panggorengan Kec. Panyabungan,SELESAI,130900000,130900000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4787288,42104658,2023,E-Katalog 5.0,BLUD,PT. Mersifarma Tirmaku Mercusana,E-Purchasing,Pengadaan Barang,Gabapentin tablet/kapsul/kaplet 100 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4995000,4995000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3261373,40378845,2023,Non Tender,APBD,CV. AULIA RIZKI PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Peningkatan Jalan Muara Sipongi - Sibinail,SELESAI,197500000,197500000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,7212729,42104658,2023,E-Katalog 5.0,BLUD,PT. IFARS PHARMACEUTICAL LABORATORIES,E-Purchasing,Pengadaan Barang,Amlodipin/ Amlodipine/ Amlodipine besilate tablet/kapsul/kaplet 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2280000,2280000
KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.16.0000,3279373,43503179,2023,Non Tender,APBD,CV. MUTIARA MUTIARA ABADI,Pengadaan Langsung,Pengadaan Barang,Pengadaan dan Pemasangan LPJU Konvensional di Ruas Jalan Dalan Lidang - Pintu Masuk Komplek Perkantoran Payaloting,SELESAI,147465000,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,8300773,45589099,2023,E-Katalog 5.0,APBDP,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,Centrifuge / Hematokrit Centrifuge / Mini Microcentrifuge / Minispin,PAKET SELESAI,710000,710000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3646373,40966366,2023,Non Tender,APBD,CV. PUTRA BARINGIN GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Pagar SD Negeri 377 Trans Bangdep,SELESAI,99500006,99500006
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3624991,41733260,2023,E-Katalog 5.0,APBD,PT. Likuid Pharmalab Indonesia,E-Purchasing,Pengadaan Barang,Chlorhexidine 0.5% 500 ml,PROSES KONTRAK PPK,27937600,27937600
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,6493792,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Furosemid/ Furosemide inj 10 mg/mL (i.v./i.m),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4800000,4800000
KAB. MANDAILING NATAL,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.12.0000,2876373,41701784,2023,Tender,APBD,CV. RAJAWALI ENGINEERING CONSULTANT,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Penyusunan DED TPA Panyabungan,SELESAI,298800000,298800000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3526373,40966351,2023,Non Tender,APBD,CV Madina Aman Sejahtera,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 279 Simanguntong,SELESAI,84300000,84300000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4299653,42104658,2023,E-Katalog 5.0,BLUD,PT AstraZeneca Indonesia,E-Purchasing,Pengadaan Barang,"kombinasi, setiap dosis mengandung : Budesonid 160 mcg Formoterol 4,5 mcg (inhalasi), 120 dosis kemasan turbuhaler",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,16684000,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3283373,41384014,2023,Non Tender,APBD,CV. CENTRAL GRAFIKA PRINT,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha Tani/Jalan Produksi Desa Tarutung Panjang Kec. Nagajuang,SELESAI,124985000,124985000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3624602,41733260,2023,E-Katalog 5.0,APBD,PT MAKMUR JAYA HEALTHINDO,E-Purchasing,Pengadaan Barang,QILAN Disposable Syringe With Needle 50 ML,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2774000,2774000
KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.13.0000,3425717,41552902,2023,E-Katalog 5.0,APBD,Mitra Tech Sejahtera,E-Purchasing,Pengadaan Barang,Ribbon Color YMCK RT4F010P00308,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,154840000,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3624602,41733260,2023,E-Katalog 5.0,APBD,PT MAKMUR JAYA HEALTHINDO,E-Purchasing,Pengadaan Barang,QILAN Disposable Syringe With Needle 5 ML,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,42151000,42151000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3487373,40966441,2023,Non Tender,APBD,CV. INOVASI GEMILANG,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Toilet (Jamban) Beserta Sanitasinya SD Negeri 321 Sidomakmur,SELESAI,139600000,139600000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2695373,40403598,2023,Tender,APBD,CV HARTAP,Tender,Pekerjaan Konstruksi,Peningkatan SPAM Jaringan Perpipaan di Desa Banua Rakyat Kec. Naga Juang,SELESAI,532284000,532284000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2704373,40403797,2023,Tender,APBD,CV MAKMUR MANDIRI,Tender,Pekerjaan Konstruksi,Perluasan SPAM Jaringan Perpipaan di Desa Muara Parlampungan Kec. Batang Natal,SELESAI,761275439,761275439
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2675373,40378855,2023,Tender,APBD,CV. PATRICIA ADISTY,Tender,Pekerjaan Konstruksi,Peningkatan Jalan Dalam Kota Panyabungan,SELESAI,1088815000,1088815000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3387373,41341674,2023,Non Tender,APBD,CV. AL-MAIRI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/ Rehabilitasi Jalan Lingkungan di Desa Pidoli Lombang Kec. Panyabungan,SELESAI,131450000,131450000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3272154,42104658,2023,E-Katalog 5.0,BLUD,PT Glaxo Wellcome Indonesia,E-Purchasing,Pengadaan Barang,"Kombinasi: salmeterol 50 mcg + flutikason propionat 250 mcg, ih 250 mcg/puff",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,12178464,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3355373,41383990,2023,Non Tender,APBD,CV. BIAN JAYA KONSTRUKSI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha Tani Aek Sopo Apar Kelurahan Muarasoma Kec. Batang Natal,SELESAI,124800000,124800000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3362373,41384041,2023,Non Tender,APBD,CV. NABILA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Barbaran Jae Kec. Panyabungan Barat,SELESAI,110208000,110208000
KAB. MANDAILING NATAL,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - 2.14.0.00.0.00.15.0000,3397373,40082325,2023,Non Tender,APBD,CV. KREASI KENANGA,Pengadaan Langsung,Pengadaan Barang,Belanja Cetak Dukungan Media KIE,SELESAI,99759000,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,5066793,43750821,2023,E-Katalog 5.0,APBD,cv. bugis nauli,E-Purchasing,Pengadaan Barang,BENIH PADI LOKAL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,83609500,83609500
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,3534373,40966343,2023,Non Tender,APBD,CV. ALDRICH PERDANA KARYA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya SD Negeri 152 Hutaraja,SELESAI,84090000,84090000
KAB. MANDAILING NATAL,DINAS PERDAGANGAN - 3.30.3.31.0.00.25.0000,3462373,41667211,2023,Non Tender,APBD,cv. andalas raya,Pengadaan Langsung,Pekerjaan Konstruksi,Pengecetan dan Rehabilitasi Pasar Malintang Kecamatan Bukit Malintangg,SELESAI,39779000,39779000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,4834236,42104658,2023,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Kandesartan/ Candesartan/ Candesartan Cilexetil  tablet/kapsul/kaplet 16 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2700000,2700000
KAB. MANDAILING NATAL,DINAS PEMUDA DAN OLAHRAGA - 2.19.0.00.0.00.20.0000,3144373,41740132,2023,Non Tender,APBD,CV. PUTRA DOLOK SIHITE,Pengadaan Langsung,Pengadaan Barang,Pengadaan Peralatan Olahraga Bola Kaki dan Bola Volly,SELESAI,89077000,89077000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,3887402,41733351,2023,E-Katalog 5.0,APBD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Fenobarbital/ Phenobarbital tablet/kapsul/kaplet 30 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1910000,1910000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.02.0000,2810373,40966397,2023,Tender,APBD,CV. RIZKI MANDIRI PERKASA,Tender,Pekerjaan Konstruksi,Pembangunan ruang laboratorium komputer beserta perabotnya SD Negeri 166 Purba Lamo,SELESAI,227500000,227500000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,3255373,40815467,2023,Non Tender,APBD,CV. AULIA RIZKI PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Tanggul Sungai Kel. Muara Sipongi Kec. Muara Sipongi,SELESAI,148000000,148000000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,5620794,41733260,2023,E-Katalog 5.0,APBD,PT.MEGA PRATAMA MEDICALINDO,E-Purchasing,Pengadaan Barang,Total Cholesterol Test Strip,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,18717000,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,6068658,43962224,2023,E-Katalog 5.0,APBD,CV.RIZKI KARYA,E-Purchasing,Pengadaan Barang,Bibit Ayam Kampung,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,117782000,117782000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,3314373,41383992,2023,Non Tender,APBD,CV. CENTRAL GRAFIKA PRINT,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha tani Desa Bangun Purba Kec. Lembah Sorik Marapi,SELESAI,124860000,124860000
