Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9699061,51459102,2024,E-Katalog 5.0,BLUD,PT. SATORIA ANEKA INDUSTRI,E-Purchasing,Pengadaan Barang,"Ringer Laktat/Ringer Lactate, @500 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,84980000,84980000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9159905,51459106,2024,E-Katalog 5.0,BLUD,PT Medihop,E-Purchasing,Pengadaan Barang,"V4 T-Vio Polyglycolide 3-0, 76 cm Round Bodied, 1/2 circle, 25 mm",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4648680,4648680
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,3870373,49545785,2024,Non Tender,APBD,CV. AULIA RIZKI PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Huta Pungkut Jae Kec. Kotanopan,SELESAI,79030000,79030000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9594611,51411949,2024,E-Katalog 5.0,APBD,PT. TRIMEDIK SURYA SELARAS,E-Purchasing,Pengadaan Barang,Defibrillator Monitor S5 Advance,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,119000000,0
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3900373,49936932,2024,Non Tender,APBD,CV. TORKIS LUBIS GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Drainase Jalan Nusantara II Desa Pidoli Dolok Kec. Panyabungan,SELESAI,99489417,99489417
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,4046373,50634741,2024,Non Tender,APBD,CV. INOVASI GEMILANG,Pengadaan Langsung,Pekerjaan Konstruksi,PEMBANGUNAN RUANG UKS BESERTA PERABOTNYA (DAK) SMP N 3 LINGGABAYU SATU ATAP,SELESAI,143000008,143000008
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,3920373,49587936,2024,Non Tender,APBD,CV. PUTRA BARINGIN GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jalan Usaha Tani/Jalan Produksi Desa Lumban Dolok Kec. Siabu,SELESAI,101400001,101400001
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9489382,51405288,2024,E-Katalog 5.0,APBD,CV. SUPER TECHNOLOGY INDONESIA,E-Purchasing,Pengadaan Barang,Generator Set / Genset VG350C Kapasitas  350 kVA / 280 kW Silent Type,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1005000000,1005000000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,3884373,51233691,2024,Non Tender,APBD,HQ PRATAMA CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Belanja Jasa Konsultan Pengawasan Jaringan Irigasi (JIDES),SELESAI,49600000,49600000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8977494,49523783,2024,E-Katalog 5.0,APBD,PT. GASHABAT SUKSES MANDIRI,E-Purchasing,Pengadaan Barang,PENYIAPAN BADAN JALAN,PAKET SELESAI,6144800,6144800
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10355084,51459102,2024,E-Katalog 5.0,BLUD,Andreas Karya Terbesar,E-Purchasing,Pengadaan Barang,"AV FISTULA HEMODIALISE, VITALCARE",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3846150,3846150
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9138905,51459102,2024,E-Katalog 5.0,BLUD,PT. Mersifarma Tirmaku Mercusana,E-Purchasing,Pengadaan Barang,"Alprazolam tablet/kapsul/kaplet 0,5 mg",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,780000,780000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9555988,51411950,2024,E-Katalog 5.0,APBD,PT. HOSPI NIAGA UTAMA,E-Purchasing,Pengadaan Barang,Ventilator Triton MV200 NeoBasic,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,853000000,853000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,3832373,51411544,2024,Non Tender,BLUD,CV. WAHANA INSPIRASI BERSAMA,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Review Gedung Rawat Inap pada RSUD Panyabungan di Panatapan,SELESAI,99855600,99855600
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10334174,51757564,2024,E-Katalog 5.0,BLUD,PT. KARYA TEHNIK SUKSES,E-Purchasing,Pengadaan Barang,STABILIZER 75 KVA TYPE LD,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,138920000,138920000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,11218016,53529595,2024,E-Katalog 5.0,BLUD,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,JASA PENGUJIAN DAN/ATAU KALIBRASI TIMBANGAN BAYI - JASA PENGUJIAN DAN/ATAU KALIBRASI TIMBANGAN BAYI - Posyandu Dacin,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,200000,200000
KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.14.0000,5160373,49348139,2024,Non Tender,APBD,cv. bugis nauli,Pengadaan Langsung,Pengadaan Barang,Pemeliharaan Warning Light (Pengadaan Lampu 2 Aspek Warning Light),SELESAI,29337300,0
