Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MANDAILING NATAL,KECAMATAN LEMBAH SORIK MARAPI - 7.01.0.00.0.00.46.0000,3982373,50367723,2024,Non Tender,APBD,cv. bugis nauli,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Modal Pagar,SELESAI,50578000,50578000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8894384,49523781,2024,E-Katalog 5.0,APBD,DEMBAN SIMPAR JAYA,E-Purchasing,Pengadaan Barang,Laston Lapis Aus (AC-WC),PAKET SELESAI,817910000,817910000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,11218016,53529595,2024,E-Katalog 5.0,BLUD,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,Low-level laser therapy,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,722000,722000
KAB. MANDAILING NATAL,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.17.0000,8975458,51278612,2024,E-Katalog 5.0,APBD,CV. VIRGO WIRA PERKASA,E-Purchasing,Pengadaan Barang,LAPTOP V14 G3 IAP ( Core i7 ),PAKET SELESAI,147300000,0
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,3038373,50634390,2024,Tender,APBD,CV. PARADISE PARK,Tender,Pekerjaan Konstruksi,PEMBANGUNAN LABORATORIUM KOMPUTER BESERTA PERABOTNYA (DAK) SMP N 1 SINUNUKAN,SELESAI,286813574,286813574
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,9589799,51356109,2024,E-Katalog 5.0,APBD,PT.TOP POINT MEDICAL,E-Purchasing,Pengadaan Barang,TP INFUSION SET Y-SITE ADULT,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,48785200,48785200
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,9336331,51356109,2024,E-Katalog 5.0,APBD,PT Axion Jaya Alkesindo,E-Purchasing,Pengadaan Barang,Kasa Hidrofile Sterile 16 cm x 16 cm,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,60000000,60000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10414711,51459102,2024,E-Katalog 5.0,BLUD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Flukonazol/ Fluconazole tablet/kapsul/kaplet 150 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,593750,593750
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,9343007,51356109,2024,E-Katalog 5.0,APBD,PT Axion Jaya Alkesindo,E-Purchasing,Pengadaan Barang,IV Catheter 18 G,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3500000,3500000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9958133,51459105,2024,E-Katalog 5.0,BLUD,PT INTERSKALA MEDIKA INDONESIA,E-Purchasing,Pengadaan Barang,HIV-1/2 Antibody Rapid Test,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1144950,1144950
KAB. MANDAILING NATAL,BAGIAN UMUM - 4.01.5.06.0.00.24.0009,3898373,51891967,2024,Non Tender,APBD,cv. bugis nauli,Pengadaan Langsung,Pengadaan Barang,Belanja Modal Alat Pendingin - AC Standing Floor,SELESAI,96070500,96070500
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,4038373,50635366,2024,Non Tender,APBD,CV. INOVASI GEMILANG,Pengadaan Langsung,Pekerjaan Konstruksi,PEMBANGUNAN RUANG UKS BESERTA PERABOTNYA (DAK) SD NEGERI 288 SIMPANGBAJOLE,SELESAI,152000002,152000002
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,3012373,50635526,2024,Tender,APBD,cv sinar jaya,Tender,Pekerjaan Konstruksi,PEMBANGUNAN RUANG LABORATORIUM KOMPUTER BESERTA PERABOTNYA (DAK) SD NEGERI 316 RANTO PANJANG,SELESAI,238866257,238866257
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10193674,51459102,2024,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Metformin tab 500 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1780000,1780000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9097292,51459102,2024,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Zinc sulfate/ Zinc sulfate monohydrate/ Zinc/ Zink sir 20 mg/5 ml,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,910000,910000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,10897926,53328247,2024,E-Katalog 5.0,APBD,CV. PARADISE PARK,E-Purchasing,Pengadaan Barang,Sepatu Sekolah,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,33372000,33372000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9131381,51459102,2024,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Paracetamol/ Parasetamol infus 10 mg/Ml (TD),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14200000,14200000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,10027496,51356108,2024,E-Katalog 5.0,APBD,PT. Galenium Pharmasia Laboratories,E-Purchasing,Pengadaan Barang,"CALADINE LOTION 60 ML, KALAMIN/CALAMINE",PROSES KONTRAK PPK,1450000,1450000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9367262,51459102,2024,E-Katalog 5.0,BLUD,PT Pratapa Nirmala,E-Purchasing,Pengadaan Barang,Larutan mengandung N(2)-L-Alanyl-L-Glutamine,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4860000,4860000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH DR. HUSNI THAMRIN - 1.02.0.00.0.00.02.0002,9572632,51354252,2024,E-Katalog 5.0,APBD,PT. MIMAR CITRA ABADI,E-Purchasing,Pengadaan Barang,Laparotomy Set IV,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,239330000,239330000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,4123373,52657404,2024,Non Tender,APBD,CV. YATRAINDO CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Penyusunan Dokumen Perencanaan Jalan Wilayah II,SELESAI,74800000,74800000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,10812452,51356469,2024,E-Katalog 5.0,APBD,CV. TERMINAL PRINT,E-Purchasing,Pengadaan Barang,BUKU KADER POSYANDU 6 SET,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,25178400,25178400
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,4073373,49936939,2024,Non Tender,APBD,CV. BINTANG KARYA BHAKTI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan Jalan Durian Lingkungan V Kelurahan Sipolu-Polu,SELESAI,99736136,99736136
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8946540,49523780,2024,E-Katalog 5.0,APBD,PT. RONA NAMORA,E-Purchasing,Pengadaan Barang,Penyiapan Badan Jalan,PAKET SELESAI,37182200,37182200
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,10081614,51356108,2024,E-Katalog 5.0,APBD,PT. Holi Pharma,E-Purchasing,Pengadaan Barang,Albendazol/ Albendazole tablet/kapsul/kaplet 400 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,5760000,5760000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8941316,49523772,2024,E-Katalog 5.0,APBD,DEMBAN SIMPAR JAYA,E-Purchasing,Pengadaan Barang,Lapis Perekat - Aspal Cair/Emulsi,PAKET SELESAI,43449712,43449712
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10436857,51459102,2024,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Omeprazol/Omeprazole/ Omeoprazole Sodium inj 40 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,37100000,37100000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH DR. HUSNI THAMRIN - 1.02.0.00.0.00.02.0002,9205532,51354260,2024,E-Katalog 5.0,APBD,Kana Surya Gemilang,E-Purchasing,Pengadaan Barang,L300 - AMBULANCE EMERGENCY,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,675000000,675000000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,10812582,52999154,2024,E-Katalog 5.0,APBD,CV. TERMINAL PRINT,E-Purchasing,Pengadaan Barang,KAOS PESERTA,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,124999600,124999600
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9657772,51459102,2024,E-Katalog 5.0,BLUD,PT. PHARMA LABORATORIES,E-Purchasing,Pengadaan Barang,Metilprednisolon/Methylprednisolone tablet/kapsul/kaplet 8 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,550500,550500
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,10231598,51356108,2024,E-Katalog 5.0,APBD,PT. LUCAS DJAJA,E-Purchasing,Pengadaan Barang,Eritromisin/ Erythromycin/ Erythromycin stearate tablet/kapsul/kaplet 250 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,167118000,167118000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,3915373,49545793,2024,Non Tender,APBD,CV. SADA BORNAS,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Bondar Maino Desa Panyabungan Jae Kec. Panyabungan,SELESAI,79275718,79275718
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,9974996,52150713,2024,E-Katalog 5.0,APBD,CV. KREATIFITAS CEMERLANG,E-Purchasing,Pengadaan Barang,JUNGKAT JANGKIT PAUD,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,5000000,5000000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,10898187,53328228,2024,E-Katalog 5.0,APBD,CV. IKHWAN FIRDAUS,E-Purchasing,Pengadaan Barang,Penghapus Pensil (Faber Castell),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,9000000,9000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,11100536,51459102,2024,E-Katalog 5.0,BLUD,PT AstraZeneca Indonesia,E-Purchasing,Pengadaan Barang,"Kombinasi KDT/FDC setiap dosis mengandung Budesonid 160 mcg/Formoterol 4,5 mcg Ih 120 dosis, Turbuhaler",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,16684000,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,10100160,51356108,2024,E-Katalog 5.0,APBD,PT.Imfarmind Farmasi Industri,E-Purchasing,Pengadaan Barang,Ambroxol Syrup,PROSES KONTRAK PPK,14175000,14175000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8977494,49523783,2024,E-Katalog 5.0,APBD,PT. GASHABAT SUKSES MANDIRI,E-Purchasing,Pengadaan Barang,BAHAN ANTI PENGELUPASAN,PAKET SELESAI,11520800,11520800
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,9643711,51943842,2024,E-Katalog 5.0,APBD,PT CITTA BISNIS SELARAS,E-Purchasing,Pengadaan Barang,Kursi Meeting Kantor,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14608000,14608000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8978133,49523782,2024,E-Katalog 5.0,APBD,PT. GASHABAT SUKSES MANDIRI,E-Purchasing,Pengadaan Barang,LAPIS RESAP PENGIKAT-ASPAL CAIR/EMULSI,PAKET SELESAI,27074600,27074600
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9335458,51459102,2024,E-Katalog 5.0,BLUD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Metoclopramide hydrochloride (HCl)/ Metoclopramida HCl/ Metoclopramide/ Metoklopramid tablet/kapsul/kaplet 5 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1130000,1130000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10127513,52133318,2024,E-Katalog 5.0,APBD,CV. JARAS,E-Purchasing,Pengadaan Barang,"Pengadaan dan Pemasangan Instalasi Listrik, Travo 2000 KVA",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3055000000,3055000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,11218016,53529595,2024,E-Katalog 5.0,BLUD,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,Ultra Sound Therpay,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,645000,645000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10578252,51459102,2024,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,N-asetil sistein kaps 200 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6460000,6460000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10658322,51459102,2024,E-Katalog 5.0,BLUD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,"Gliseril trinitrat kaps lepas lambat 2,5 mg",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,36420000,36420000
KAB. MANDAILING NATAL,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.17.0000,9553024,51662205,2024,E-Katalog 5.0,APBD,CV. NAMBURAK,E-Purchasing,Pengadaan Barang,KURSI KERJA PUTAR,PROSES KONTRAK PPK,15120000,15120000
KAB. MANDAILING NATAL,DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK - 1.06.2.08.0.00.07.0000,9402635,51752206,2024,E-Katalog 5.0,APBD,KENANGA MULTI TRADE,E-Purchasing,Pengadaan Barang,KAIN SARUNG COTTON,PAKET SELESAI,49400000,49400000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9345726,51459102,2024,E-Katalog 5.0,BLUD,PT. Amarox Pharma Global,E-Purchasing,Pengadaan Barang,ATORVASTATIN Tablet salut selaput 20 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4500000,4500000
KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.14.0000,4075373,51712669,2024,Non Tender,APBD,CV. FAMILY ARTA GRAHA MANDIRI,Pengadaan Langsung,Pengadaan Barang,Pengadaan dan Pemasangan Lampu Penerangan Jalan Umum (LPJU) Konvensional di Ruas Jalan Nasional Kecamatan Siabu,SELESAI,73695120,0
KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.11.0000,9716835,51730530,2024,E-Katalog 5.0,APBD,CV. KREASI KENANGA,E-Purchasing,Pengadaan Barang,AMPLOP KANTONG CETAK,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,104422200,104422200
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,2942373,49523763,2024,Tender,APBD,CV. Penus Graphindo Consultant,Seleksi,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Pengawasan Paket Peningkatan Jalan Simp. Bintungan Bajangkar - Simp. Kampung Kapas (DBH Sawit),SELESAI,246420000,246420000
KAB. MANDAILING NATAL,DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK - 1.06.2.08.0.00.07.0000,10723426,53005075,2024,E-Katalog 5.0,APBD,KENANGA MULTI TRADE,E-Purchasing,Pengadaan Barang,MUKENA SHOLAT DEWASA,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,112800000,112800000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,10101340,51356108,2024,E-Katalog 5.0,APBD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Cyanocobalamin/ Cyanocobalamine/ Sianokobalamin (vitamin B12) tablet/kapsul/kaplet 50 mcg.,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,13400000,13400000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8976735,49523770,2024,E-Katalog 5.0,APBD,PT. DALIHAN NATOLU GROUP,E-Purchasing,Pengadaan Barang,Galian untuk Selokan Drainase dan Saluran Air,PAKET SELESAI,115562400,115562400
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,10081614,51356108,2024,E-Katalog 5.0,APBD,PT. Holi Pharma,E-Purchasing,Pengadaan Barang,"Antifungi Salep, Kombinasi: Asam Benzoat 6% + Asam Salisilat 3% / Salep Whitfield",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3029280,3029280
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8977494,49523783,2024,E-Katalog 5.0,APBD,PT. GASHABAT SUKSES MANDIRI,E-Purchasing,Pengadaan Barang,PATOK PENGARAH,PAKET SELESAI,4100000,4100000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8976735,49523770,2024,E-Katalog 5.0,APBD,PT. DALIHAN NATOLU GROUP,E-Purchasing,Pengadaan Barang,Bahan anti Pengelupasan,PAKET SELESAI,44133650,44133650
KAB. MANDAILING NATAL,DINAS PERHUBUNGAN - 2.15.0.00.0.00.14.0000,4076373,52174350,2024,Non Tender,APBD,CV. FAMILY ARTA GRAHA MANDIRI,Pengadaan Langsung,Pengadaan Barang,Pengadaan dan Pemasangan Lampu Penerangan Jalan Umum (LPJU) Konvensional di Ruas Jalan Nasional Kecamatan Bukit Malintang,SELESAI,74569800,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9446182,51411950,2024,E-Katalog 5.0,APBD,PT. INDOMEDIK NIAGA PERKASA,E-Purchasing,Pengadaan Barang,"SVM 601  Touch Screen,  Networking + IBP",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,182500000,182500000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,11218016,53529595,2024,E-Katalog 5.0,BLUD,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,Jasa Pengujian dan/atau Kalibrasi Sterilisator,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2548000,2548000
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,9336331,51356109,2024,E-Katalog 5.0,APBD,PT Axion Jaya Alkesindo,E-Purchasing,Pengadaan Barang,KASA HIDROFIL VERBAND 2.5 YARD X 15 CM,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,27398000,27398000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,11218016,53529595,2024,E-Katalog 5.0,BLUD,PT.Elsyahfi Calibratech Mandiri,E-Purchasing,Pengadaan Barang,VENTILATOR,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,874000,874000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9648463,51459102,2024,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Cefixime trihydrate/ Cefixime/ Sefiksim tablet/kapsul/kaplet 100 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,3850000,3850000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9335898,51459102,2024,E-Katalog 5.0,BLUD,PT.Bernofarm,E-Purchasing,Pengadaan Barang,Rifampicin/ Rifampisin tablet/kapsul/kaplet 450 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,27300000,27300000
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,3847373,49936999,2024,Non Tender,APBD,cv.hosmap,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,Pengembangan Aplikasi Data Base Perumahan dan Permukiman Kabupaten Mandailing Natal Berbasis Web,SELESAI,99345000,99345000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9138830,51459102,2024,E-Katalog 5.0,BLUD,PT Yarindo Farmatama,E-Purchasing,Pengadaan Barang,Isosorbid Dinitrat/ Isosorbide dinitrate tablet/kapsul/kaplet 5 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2800000,2800000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,3005373,50635537,2024,Tender,APBD,CV. Berkah Bersama Pemula,Tender,Pekerjaan Konstruksi,PEMBANGUNAN RUANG LABORATORIUM KOMPUTER BESERTA PERABOTNYA (DAK) SD NEGERI 099 PROYEK BATANGGADIS,SELESAI,240513755,240513755
KAB. MANDAILING NATAL,DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN SERTA PERTANAHAN - 1.04.2.10.0.00.04.0000,4069373,49936941,2024,Non Tender,APBD,CV. TORKIS LUBIS GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Perumahan Pinago Desa Pidoli Lombang,SELESAI,99569159,99569159
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,9464116,51356108,2024,E-Katalog 5.0,APBD,PT. SATORIA ANEKA INDUSTRI,E-Purchasing,Pengadaan Barang,"Ringer Laktat/Ringer Lactate, @500 mL",PROSES KONTRAK PPK,72233000,72233000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9456222,51411950,2024,E-Katalog 5.0,APBD,PT. Djuniar & Djuniar,E-Purchasing,Pengadaan Barang,NESCO Infant Incubator N-BIN-01,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,503000000,503000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9648463,51459102,2024,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Cefotaxime sodium/ Cefotaxime/ Sefotaksim serb inj 1.000 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1694880,1694880
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9648463,51459102,2024,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Simvastatin tablet/kapsul/kaplet 10 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,290000,290000
KAB. MANDAILING NATAL,SEKRETARIAT DPRD - 4.02.0.00.0.00.25.0000,10017245000,50451208,2024,Non Tender,APBD,KENANGA MULTI TRADE,Pengadaan Langsung,Pengadaan Barang,Biaya Pengadaan Pakaian Dinas Pimpinan dan Anggota DPRD Pakaian Dinas Lengan Panjang,SELESAI,79254000,79254000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,9138905,51459102,2024,E-Katalog 5.0,BLUD,PT. Mersifarma Tirmaku Mercusana,E-Purchasing,Pengadaan Barang,Fenitoin/ Phenytoin Sodium Injeksi 50 mg/ml (100 mg/ 2 mL),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,550000,550000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,3871373,49545789,2024,Non Tender,APBD,CV. HANAYA KARYA PERSADA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan/Rehabilitasi Jaringan Irigasi Desa Darussalam Kec. Panyabungan,SELESAI,79030299,79030299
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - 1.03.0.00.0.00.03.0000,8946540,49523780,2024,E-Katalog 5.0,APBD,PT. RONA NAMORA,E-Purchasing,Pengadaan Barang,Laston Lapis Aus (AC-WC),PAKET SELESAI,3440692000,3440692000
KAB. MANDAILING NATAL,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA - 2.14.0.00.0.00.13.0000,9998265,52150747,2024,E-Katalog 5.0,APBD,CV. VIRGO WIRA PERKASA,E-Purchasing,Pengadaan Barang,EcoTank L121 A4 Ink Tank Printer,PAKET SELESAI,7800000,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH DR. HUSNI THAMRIN - 1.02.0.00.0.00.02.0002,9633417,51354253,2024,E-Katalog 5.0,APBD,Medina Teknik Alkesindo,E-Purchasing,Pengadaan Barang,Exam Table 3-Section 2 Motor (MX432),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,36578400,36578400
