Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MANDAILING NATAL,DINAS PEMUDA DAN OLAHRAGA - 2.19.0.00.0.00.20.0000,2705373,35669615,2022,Non Tender,APBD,CV. CAHAYA,Pengadaan Langsung,Pengadaan Barang,Belanja Pakaian Paskibraka,SELESAI,106992000,106992000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,717620,35761991,2022,E-Katalog 5.0,BLUD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Nebulizer Mask Set Dewasa,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6425100,6425100
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,2442373,35070968,2022,Non Tender,APBD,CV. PUTRA PRATAMA,Pengadaan Langsung,Pengadaan Barang,Belanja Persediaan untuk Dijual/Diserahkan-Persediaan untuk Dijual/Diserahkan kepada Masyarakat,SELESAI,190920000,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,969623,35761991,2022,E-Katalog 5.0,BLUD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,"Endotracheal Tube No.7,5",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,254100,254100
KAB. MANDAILING NATAL,SEKRETARIAT DPRD KABUPATEN - 4.02.0.00.0.00.27.0000,2931373,35792900,2022,Non Tender,APBD,CV. DAME LANGGENG,Pengadaan Langsung,Pengadaan Barang,Belanja Laptop Bagian Umum dan Keuangan,SELESAI,199356000,199356000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,2355558,35761991,2022,E-Katalog 5.0,BLUD,PT.GLOBAL DISPOMEDIKA,E-Purchasing,Pengadaan Barang,Surgical Glove Sterile Size  7.0,PROSES KONTRAK PPK,4356500,0
KAB. MANDAILING NATAL,SEKRETARIAT DPRD KABUPATEN - 4.02.0.00.0.00.27.0000,2533373,35792941,2022,Non Tender,APBD,CV. PUTRA PRATAMA,Pengadaan Langsung,Pekerjaan Konstruksi,Rehab Rumah Dinas Ketua DPRD,SELESAI,194000000,194000000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,2164562,37502830,2022,E-Katalog 5.0,APBDP,CV.MAJU JAYA,E-Purchasing,Pengadaan Barang,MEJA SISWA SMP A,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,510600000,510600000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2509373,34699397,2022,Tender,APBD,CV. ANUGRAH PERMAI,Tender,Pekerjaan Konstruksi,Peningkatan Jalan Komplek Perkantoran Pemda ‐ Sipalangka,SELESAI,3487578000,3487578000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1098385,35761991,2022,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Human tetanus imunoglobulin inj 250 IU (i.m.),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,14680000,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,2749373,36390128,2022,Non Tender,APBD,CV. RADEN SALEH,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Usaha Tani (JUT) di Desa Angin Barat Kec. Tambangan Kab. Mandailing Natal (BKP),SELESAI,199365000,199365000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,2577373,36053938,2022,Non Tender,APBD,CV. RAJAWALI ENGINEERING CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,Belanja Jasa Konsultan Perencanaan dan Pengawasan,SELESAI,99622500,99622500
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2642373,35573731,2022,Non Tender,APBD,CV. TIQA CEMERLANG,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Toilet (Jamban) Beserta Sanitasinya (DAK) - SD Negeri 387 Ranto Panjang,SELESAI,99879000,99879000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,3062373,37043542,2022,Non Tender,APBDP,CV. TIQA CEMERLANG,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan MCK di Desa Lubuk Kapundung Kec. Muara Batang Gadis,SELESAI,197800000,197800000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2609373,35573821,2022,Tender,APBD,cv. winda utama,Tender,Pekerjaan Konstruksi,Pembangunan Ruang Laboratorium Komputer Beserta Perabotnya (DAK) - SD Negeri 124 Binanga,SELESAI,207466400,207466400
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2581373,35597999,2022,Tender,APBD,CV. ZAQKIH ALAWI,Tender,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya (DAK) - SMP Negeri 8 Natal,SELESAI,219277708,219277708
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,707948,35761991,2022,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Salbutamol/ Salbutamol Sulphate MDI/aerosol 100mcg/dosis,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,440000,0
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2801373,35573979,2022,Non Tender,APBD,CV. PUTRI LESTARI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang Kelas Baru - SD Negeri 393 Tagilang,SELESAI,194198000,194198000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1482040,35761991,2022,E-Katalog 5.0,BLUD,PT Otsuka Indonesia,E-Purchasing,Pengadaan Barang,"NaCl / Sodium Chloride  0,9%, @ 100 mL",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2705600,2705600
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1098385,35761991,2022,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Cefixime trihydrate/ Cefixime/ Sefiksim tablet/kapsul/kaplet/tablet salut selaput/kaplet salut selaput 200,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7490000,7490000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2857373,37007103,2022,Non Tender,APBDP,CV. TORKIS LUBIS GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Lanjutan Peningkatan Jalan Keliling Pesantren Mustafawiyah Desa Purba Baru,SELESAI,198365000,198365000
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,671033,34281017,2022,E-Katalog 5.0,APBD,PT. MEPROFARM,E-Purchasing,Pengadaan Barang,"Kombinasi: Ipratropium bromida 0,5 mg + Salbutamol 2,5 mg cairan inhalasi",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,55155000,55155000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1355165,35761991,2022,E-Katalog 5.0,BLUD,PT AstraZeneca Indonesia,E-Purchasing,Pengadaan Barang,"kombinasi, setiap dosis mengandung :   Budesonid 160 mcg  Formoterol 4,5 mcg  (inhalasi), 120 dosis kemasan turbuhaler",MELAKUKAN PENGIRIMAN DAN PENERIMAAN,9042240,0
KAB. MANDAILING NATAL,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.12.0000,2633373,36250936,2022,Tender,APBD,CV. TIGA PERMATA,Tender Cepat,Pengadaan Barang,Pengadaan Tiang PJU Oktagonal Dan Kelengkapannya,SELESAI,370551319,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1386568,35761991,2022,E-Katalog 5.0,BLUD,PT Widatra Bhakti,E-Purchasing,Pengadaan Barang,Glukosa larutan infus 5 % 500 mL,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1988100,1988100
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2496373,34720051,2022,Tender,APBD,CV. DEDDY KURNIA,Tender,Pekerjaan Konstruksi,Pembangunan Pasar Eks Bioskop Tapanuli Kec. Panyabungan,SELESAI,1609187559,1609187559
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,704084,34281017,2022,E-Katalog 5.0,APBD,PT.Phapros Tbk,E-Purchasing,Pengadaan Barang,Lidocaine Hydrochloride/ Lidocaine/ Lidocain/ Lidokain injeksi 2%,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,8910000,8910000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,857824,36028154,2022,E-Katalog 5.0,APBD,CV. NEGERI PERTIWI JAYA,E-Purchasing,Pengadaan Barang,Pineri  Type C Connector ,PROSES KONTRAK PPK,4600000,4600000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2730373,34657498,2022,Non Tender,APBD,CV. AUR LAS,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Bantaran dan Tanggul Sungai Desa Pasar Batahan Kec. Batahan,SELESAI,195640000,195640000
KAB. MANDAILING NATAL,BAGIAN PENGADAAN BARANG DAN JASA SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0005,1825370,36366302,2022,E-Katalog 5.0,APBD,CV. KREASI KENANGA,E-Purchasing,Pengadaan Barang,Lakban Hitam Jilid 2 Inc,PROSES KONTRAK PPK,214200,214200
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,672299,34281017,2022,E-Katalog 5.0,APBD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Miconazole nitrate/ Miconazole/ Mikonazol krim 2 %,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,95030400,95030400
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1385036,35761991,2022,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Cefixime trihydrate/ Cefixime/ Sefiksim sirup/ sirup kering 100 mg/ 5 ml,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1484100,1484100
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2699373,35597971,2022,Non Tender,APBD,CV. PATEN,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Toilet (Jamban) Beserta Sanitasinya (DAK) - SMP Negeri 1 Linggabayu,SELESAI,177180000,177180000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2584373,35597959,2022,Tender,APBD,CV. DEDDY KURNIA,Tender,Pekerjaan Konstruksi,Pembangunan Ruang UKS Beserta Perabotnya (DAK) - SMP Negeri 1 Panyabungan,SELESAI,217033980,217033980
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,2755373,36390131,2022,Non Tender,APBD,CV. BUNGA BONDAR GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Usaha Tani (JUT) di Desa Manambin Kec. Kotanopn Kab. Mandailing Natal (BKP),SELESAI,199367000,199367000
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,939891,34281364,2022,E-Katalog 5.0,APBD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Glucose  Protein Test Strip,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2290000,2290000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2797373,35573992,2022,Non Tender,APBD,CV. ANUGERAH AZKA WAHANA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang Kelas Baru - SD Negeri 405 Simpang Bambu,SELESAI,194248000,194248000
KAB. MANDAILING NATAL,KECAMATAN LEMBAH SORIK MARAPI - 7.01.0.00.0.00.48.0000,3115373,37902132,2022,Non Tender,APBDP,KENANGA MULTI TRADE,Pengadaan Langsung,Pengadaan Barang,Penyediaan Peralatan dan Perlengkapan Kantor,SELESAI,199190000,199190000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2474373,34716219,2022,Tender,APBD,CV. BINA SARANA,Tender,Pekerjaan Konstruksi,Rehabilitasi/Pemeliharaan Jalan Aek Godang ‐ Hutabargot ( Watas Kec. Panyabungan Barat ),SELESAI,4939874000,4939874000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2977373,37048097,2022,Non Tender,APBDP,CV. BANGKIT BERSAMA GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Tanggul Sungai Desa Kuala Batahan Kecamatan Batahan,SELESAI,148580000,148580000
KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,2476373,35538422,2022,Non Tender,APBD,CV. TEGUH MANDALA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Desa Bandar Limabung Kec. Lingga Bayu,SELESAI,134700000,134700000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1557145,35761991,2022,E-Katalog 5.0,BLUD,PT.GLOBAL DISPOMEDIKA,E-Purchasing,Pengadaan Barang,Surgical Gloves Size 7.0,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4105800,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,672299,34281017,2022,E-Katalog 5.0,APBD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Griseofulvin (micronized) tablet/kapsul/kaplet 125 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4200000,4200000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2990373,37048546,2022,Non Tender,APBDP,CV. PUTRA BARINGIN GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Jaringan Irigasi Desa Hutarimbaru Kecamatan Panyabungan Selatan,SELESAI,98200000,98200000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,936593,36028002,2022,E-Katalog 5.0,APBD,PT Sentra Kriya Edukasi,E-Purchasing,Pengadaan Barang,CB311_9HT Celeron N4020 4G 32G UMA WiFi ChromeOS + Chrome EDU Upgrade 11.6inch Touch Garansi 1/1/0 (P/L/O) (Hanya berfungsi optimal jika ada jaringan internet),PROSES KONTRAK PPK,35300000,35300000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,708524,35761991,2022,E-Katalog 5.0,BLUD,PT Otsuka Indonesia,E-Purchasing,Pengadaan Barang,Dextrose monohydrat - Dextrose anhydrat 40%,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,840000,840000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,2683373,35247736,2022,Non Tender,APBD,CV. PATEN,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan / Rehabilitasi Jaringan irigasi Bondar Saba Tonga Desa Kumpulan Setia Kec. Hutabargot,SELESAI,97141000,97141000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,2756373,36390129,2022,Non Tender,APBD,CV. RADEN SALEH,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Usaha tani (JUT) di Desa Huraba Siabu Kec. Siabu Kab. Mandailing Natal (BKP),SELESAI,199536000,199536000
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,3116373,37527344,2022,Non Tender,APBD,CV. PERMATA KASIH,Pengadaan Langsung,Pekerjaan Konstruksi,belanja bahan bangunandan kontruksi (Penimbunan) PEMATANGAN LAHAN PERTAPAKAN PUSKESMAS GUNUNG TUA,SELESAI,199817000,199817000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2585373,35764180,2022,Tender,APBD,CV. DEDDY KURNIA,Tender,Pekerjaan Konstruksi,Pembangunan Ruang Tata Usaha Beserta Perabotnya (DAK) - SMP Negeri 3 Ranto Baek Satu Atap,SELESAI,416833050,416833050
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1110736,35761991,2022,E-Katalog 5.0,BLUD,PT Ethica Industri Farmasi,E-Purchasing,Pengadaan Barang,Oxytocin/ Oksitosin inj 10 IU/ml ,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2252000,2252000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2467373,34716228,2022,Tender,APBD,cv.prima duta,Tender,Pekerjaan Konstruksi,Rehabilitasi/Pemeliharaan Jalan Sinonoan ‐ Muara Batang Angkola,SELESAI,3012657000,3012657000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1395847,35761991,2022,E-Katalog 5.0,BLUD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Urine Bag,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,1863400,1863400
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,938336,34281364,2022,E-Katalog 5.0,APBD,Abhimata Manunggal,E-Purchasing,Pengadaan Barang,AMA Anti-B Monoclonal Antibodies,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,11352250,11352250
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,854161,34279202,2022,E-Katalog 5.0,APBD,PT. Emiindo Jaya Bersama,E-Purchasing,Pengadaan Barang,Blood Pressure Monitor/ Tensimeter Digital Powerbank Plus  Adaptor,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,7240800,7240800
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,969623,35761991,2022,E-Katalog 5.0,BLUD,PT Jayamas Medica Industri,E-Purchasing,Pengadaan Barang,Endotracheal Tube No.7,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,254100,254100
KAB. MANDAILING NATAL,BADAN KESATUAN BANGSA DAN POLITIK - 8.01.0.00.0.00.56.0000,98373,34015318,2022,Pencatatan,APBD,MUHAMMAD AL ANSYARI NASUTION ST,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Jasa Konsultan Perencanaan.,PAKET SELESAI,13440000,13440000
KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,2629373,35538518,2022,Non Tender,APBD,CV. ANUGERAH AZKA WAHANA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Desa Sikara Kara I Kec. Natal,SELESAI,147000000,147000000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,3061373,37046136,2022,Non Tender,APBDP,CV. PARADISE PARK,Pengadaan Langsung,Pekerjaan Konstruksi,Perluasan Jaringan Perpiaan di Kelurahan Dalan Lidang,SELESAI,147800000,147800000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2645373,35573662,2022,Non Tender,APBD,CV. NABILA,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Toilet (Jamban) Beserta Sanitasinya (DAK) - SD Negeri 343 Kubangan Tompek,SELESAI,99829000,99829000
KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,2511373,35538462,2022,Non Tender,APBD,CV. KENZO MAHAGANI,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Desa Huta Puli Kec. Siabu,SELESAI,134000000,134000000
KAB. MANDAILING NATAL,BADAN PENGELOLAAN KEUANGAN PENDAPATAN DAN ASET DAERAH - ,2979373,37243427,2022,Non Tender,APBDP,CV. PUTRA BARINGIN GROUP,Pengadaan Langsung,Pekerjaan Konstruksi,Belanja Pemeliharaan Bangunan Gedung - Bangunan Gedung Tempat Kerja - Bangunan Gedung Kantor,SELESAI,199872000,199872000
KAB. MANDAILING NATAL,DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN - 1.04.0.00.0.00.04.0000,2525373,35538470,2022,Non Tender,APBD,cv. winda utama,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Jalan Lingkungan di Kel. Simangambat Kec. Siabu,SELESAI,133800000,133800000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,2164562,37502830,2022,E-Katalog 5.0,APBDP,CV.MAJU JAYA,E-Purchasing,Pengadaan Barang,PAPAN TULIS GANTUNG,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,30590000,30590000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN - ,2655373,35573572,2022,Non Tender,APBD,CV. PARADISE PARK,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan Ruang Perpustakaan Beserta Perabotnya (DAK) - SD Negeri 315 Simpang Talap,SELESAI,199873000,199873000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEUBUDAYAAN - 1.01.2.22.0.00.00.0000,857824,36028154,2022,E-Katalog 5.0,APBD,CV. NEGERI PERTIWI JAYA,E-Purchasing,Pengadaan Barang,IN114XV,PROSES KONTRAK PPK,175950000,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,1101616,34281364,2022,E-Katalog 5.0,APBD,PT Medquest Jaya Global,E-Purchasing,Pengadaan Barang,Xpert MTB/RIF Assay Kit,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,254400000,0
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2960373,37403001,2022,Non Tender,APBDP,CV. GAPURA ALAM PERSADA,Pengadaan Langsung,Pekerjaan Konstruksi,Rehabilitasi Aula dan Kantor Camat Lembah Sorik Marapi,SELESAI,149250000,149250000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2984373,37045549,2022,Non Tender,APBDP,CV. MANUNGGAL RIAMERTA DEV. CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Konsultan Pengawasan Kegiatan SPAM P.APBD 2022,SELESAI,28000000,28000000
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.24.0000,2682373,35250708,2022,Non Tender,APBD,CV. AUR LAS,Pengadaan Langsung,Pekerjaan Konstruksi,Pembangunan / Rehabilitasi Jalan Usaha Tani Desa Banjar Aur Kec. Batahan,SELESAI,128901000,128901000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,888314,35761991,2022,E-Katalog 5.0,BLUD,PT Sinaraya Nugraha Ahmadaris Medika,E-Purchasing,Pengadaan Barang,15 cm x 5 m,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,5415500,5415500
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1118062,35761991,2022,E-Katalog 5.0,BLUD,PT. Kimia Farma Tbk,E-Purchasing,Pengadaan Barang,Pethidine hydrochloride/ Petidin inj 50 mg/mL (i.m./i.v.) ,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,6650000,0
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2558373,34697257,2022,Tender,APBD,MANDIRI TORIDA,Tender,Pekerjaan Konstruksi,Perluasan SPAM Jaringan Perpipaan Desa Panggorengan,SELESAI,286009749,286009749
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1295197,35761991,2022,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Metilprednisolon/Methylprednisolone tablet/kapsul/kaplet 4 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2040000,2040000
KAB. MANDAILING NATAL,BAGIAN PENGADAAN BARANG DAN JASA SETDAKAB MANDAILING NATAL - 4.01.5.06.0.00.26.0005,1825370,36366302,2022,E-Katalog 5.0,APBD,CV. KREASI KENANGA,E-Purchasing,Pengadaan Barang,Pita Mesik Tik,PROSES KONTRAK PPK,116550,116550
KAB. MANDAILING NATAL,SEKRETARIAT DPRD KABUPATEN - 4.02.0.00.0.00.27.0000,2933373,35792904,2022,Non Tender,APBD,CV. SINAR JAYA ABADI,Pengadaan Langsung,Pengadaan Barang,Belanja Laptop Bagian Fasilitasi Penganggaran dan Pengawasan,SELESAI,99678000,99678000
KAB. MANDAILING NATAL,DINAS PEKERJAAN UMUM DAN PENATAAN RUANG - ,2563373,34697241,2022,Non Tender,APBD,CV. PARADISE PARK,Pengadaan Langsung,Pekerjaan Konstruksi,Perluasan SPAM Jaringan Perpipaan Kel. Kayu Jati,SELESAI,196500000,196500000
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,2620373,36185217,2022,Non Tender,APBD,PT KIMIA FARMA TRADING& DISTRIBTION CABANG PEMATANGSIANTAR,Pengadaan Langsung,Pengadaan Barang,Belanja Obat-Obatan-Obat,SELESAI,199753000,199753000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1099836,35761991,2022,E-Katalog 5.0,BLUD,PT. B.BRAUN MEDICAL INDONESIA,E-Purchasing,Pengadaan Barang,SPINOCAN 25GX3 1/2 (0.53X88 MM),MELAKUKAN PENGIRIMAN DAN PENERIMAAN,16797755,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,820391,34279496,2022,E-Katalog 5.0,APBD,PT. SINKO PRIMA ALLOY,E-Purchasing,Pengadaan Barang,LAMPU PERIKSA LED MEL-02,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,41285000,41285000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1057546,35761991,2022,E-Katalog 5.0,BLUD,PT. Hexpharm Jaya Laboratories,E-Purchasing,Pengadaan Barang,Metformin Hydrochloride/ Metformin tablet/kapsul/kaplet 500 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,4620000,4620000
KAB. MANDAILING NATAL,DINAS KESEHATAN - ,2612373,36185217,2022,Non Tender,APBD,PT DOS NI ROHA,Pengadaan Langsung,Pengadaan Barang,Belanja Obat-Obatan-Obat,SELESAI,195360000,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,1482588,35761991,2022,E-Katalog 5.0,BLUD,P.T. Dexa Medica,E-Purchasing,Pengadaan Barang,Asam ursodeoksikolat/Ursodeoxycholic acid tablet/kapsul/kaplet 250 mg,MELAKUKAN PENGIRIMAN DAN PENERIMAAN,2518500,2518500
