Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KP7TXJWZ1V33CET02M488H0H,66336620,2026,E-Katalog 6.0,BLUD,MEDTEK,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD,ON PROCESS,29970000,0
KAB. MANDAILING NATAL,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.10.0000,01KRX8TYFKAD76C922WTWK4HZH,67083603,2026,E-Katalog 6.0,APBD,BARINGIN MADANI,E-Purchasing,Jasa Lainnya,Belanja Jasa Petugas Kebersihan /Supir/Tukang Sapu/Petugas TPA/Petugas Pertamanan pada Dinas Lingkungan Hidup,ON PROCESS,149600000,149600000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KQ1AJZ9CEAXKCZXE3YMRFS1V,66765523,2026,E-Katalog 6.0,BLUD,SOHO INDUSTRI PHARMASI,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,7892100,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,01KKDGQQ4Z5BCR58PMYAZ3MT4S,65654478,2026,E-Katalog 6.0,APBD,SETYA SARI SUKSES,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,PAYMENT OUTSIDE SYSTEM,73165500,73165500
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KNXKFD2Z797NKW7WTEFMRENY,66765523,2026,E-Katalog 6.0,BLUD,DEXA MEDICA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,54334520,54334520
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KSERNSQC0FTQBJ4VZPJ2H1H5,66765523,2026,E-Katalog 6.0,BLUD,KALBIO GLOBAL MEDIKA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,4499996,0
KAB. MANDAILING NATAL,DINAS KESEHATAN - 1.02.0.00.0.00.02.0000,01KQS1SCSZEY3J95JZJE7DD32H,65384940,2026,E-Katalog 6.0,APBD,ABADI KESLING INDONESIA,E-Purchasing,Barang,Reagen Sanitarian Kit,ON PROCESS,63936000,63936000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KKN8V2W6VAVZ1KVETTR3W5DN,66334464,2026,E-Katalog 6.0,BLUD,INTISUMBER HASIL SEMPURNA GLOBAL,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD,ON PROCESS,452436000,0
KAB. MANDAILING NATAL,DINAS LINGKUNGAN HIDUP - 2.11.0.00.0.00.10.0000,01KRX4DZ9Z9Q8SGFBCRTHMTHMJ,67017943,2026,E-Katalog 6.0,APBD,BARINGIN MADANI,E-Purchasing,Jasa Lainnya,Belanja Jasa Tenaga Kebersihan,ON PROCESS,72000000,72000000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KQBSVVGBRTW1JVJT2PM76TKE,66991161,2026,E-Katalog 6.0,BLUD,PT. VISI YOSINDO MEDIKAL ,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD,ON PROCESS,14610009,0
KAB. MANDAILING NATAL,DINAS PERDAGANGAN - 3.30.3.31.0.00.23.0000,10777788000,65152370,2026,Non Tender,APBD,CV. RRH CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultansi Perencanaan Fisik Sarana dan Prasarana Bidang Pengembangan Perdagangan,SELESAI,39482700,39482700
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KS9SDHG40KYYE0AYF638DEAZ,66765523,2026,E-Katalog 6.0,BLUD,MERSIFARMA TIRMAKU MERCUSANA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,29815710,29815710
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KSHFKHK4DX65FQ87ZSDMKM2G,66765523,2026,E-Katalog 6.0,BLUD,WIGO HEALTH INDONESIA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,19065138,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KSHFB1H7W60YJ5CFY1770X4E,66765523,2026,E-Katalog 6.0,BLUD,GLAXO WELLCOME INDONESIA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,15923128,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,10831320000,66925558,2026,Non Tender,APBD,CV.HD KARYA CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Konstruksi,Jasa Konsultan Perencanaan Pembangunan/Rehabilitasi Jaringan Irigasi Desa (JIDES),SELESAI,24142500,24142500
KAB. MANDAILING NATAL,DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL - 2.12.0.00.0.00.11.0000,01KP80V503EDF839BTQKN9W65E,66116339,2026,E-Katalog 6.0,APBD,KREASI KENANGA,E-Purchasing,Barang,Belanja Modal Personal Computer,PAYMENT OUTSIDE SYSTEM,86795340,0
KAB. MANDAILING NATAL,DINAS PERTANIAN - 3.27.0.00.0.00.22.0000,01KKX6X79TB5XR36RSHAP57D74,65654572,2026,E-Katalog 6.0,APBD,SETYA SARI SUKSES,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,PAYMENT OUTSIDE SYSTEM,129684000,129684000
KAB. MANDAILING NATAL,DINAS PENDIDIKAN DAN KEBUDAYAAN - 1.01.2.22.0.00.01.0000,01KTJN0TA101V5F6R8MFVMDCVX,67216649,2026,E-Katalog 6.0,APBD,KOTAMA,E-Purchasing,Barang,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,ON PROCESS,153180000,153180000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KS4H9Q2117RTJZYXB1DMRXZD,66808316,2026,E-Katalog 6.0,BLUD,INSABA MEDIA UTAMA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,28915500,28915500
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KNKJJRG5ET1EHTWZKPHTAKGJ,66765523,2026,E-Katalog 6.0,BLUD,KIMIA FARMA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,11512032,11512032
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KTJQWD5W8A744V0KZZ1YNE3F,67262930,2026,E-Katalog 6.0,BLUD,NUSA HARISMA KARYA,E-Purchasing,Barang,Belanja Modal Peralatan dan Mesin BLUD,ON PROCESS,299700000,299700000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KQ1BCKMA9441DQ7BWM3XQWJ5,66765523,2026,E-Katalog 6.0,BLUD,TUNGGAL IDAMAN ABDI,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,1417358,0
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,10813050000,66761602,2026,Non Tender,BLUD,CV. TEAM CORE CONSULTANT,Pengadaan Langsung,Jasa Konsultansi Badan Usaha Non Konstruksi,"Belanja Modal Gedung dan Bangunan BLUD
Jasa Konsultasi Penyusunan Fisibility Study (FS) RSUD Panyabungan",SELESAI,99456000,99456000
KAB. MANDAILING NATAL,RUMAH SAKIT UMUM DAERAH PANYABUNGAN - 1.02.0.00.0.00.02.0001,01KN6E2EEVGVBPBT0D0C46GFM8,66765523,2026,E-Katalog 6.0,BLUD,MERSIFARMA TIRMAKU MERCUSANA,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD,ON PROCESS,30498804,30498804
